Khon1.MoonMJ2000Eq.X      Khon1.MoonMJ2000Eq.Y      Khon1.MoonMJ2000Eq.Z      Khon2.MoonMJ2000Eq.X      Khon2.MoonMJ2000Eq.Y      Khon2.MoonMJ2000Eq.Z      Khon3.MoonMJ2000Eq.X      Khon3.MoonMJ2000Eq.Y      Khon3.MoonMJ2000Eq.Z      Khon4.MoonMJ2000Eq.X      Khon4.MoonMJ2000Eq.Y      Khon4.MoonMJ2000Eq.Z      Khon5.MoonMJ2000Eq.X      Khon5.MoonMJ2000Eq.Y      Khon5.MoonMJ2000Eq.Z      Khon6.MoonMJ2000Eq.X      Khon6.MoonMJ2000Eq.Y      Khon6.MoonMJ2000Eq.Z      
-1187.799717528454        1598.779319026246         1119.448880510114         -1187.81637709745         -34.03998657714692        1951.542461666191         6475.053867520648         -5992.67041165565         -4196.111802126048        6475.1871157079           127.6681172039243         -7314.748714322996        43338.94193463103         10984.37716188986         -80983.71269684432        -53079.30028898257        54304.17205264492         -37605.99683701023        
-1299.267095306946        1568.822011661774         1098.466914367964         -1299.291127063392        -33.3967414428771         1914.993123333319         6471.019316919497         -5955.908372122794        -4170.370495641924        6471.150868155237         126.8824885068461         -7269.87541030084         43340.10193934053         10986.06260186902         -80982.83187469635        -53080.21580847475        54302.80599135585         -37606.64246729629        
-1408.88556223351         1536.630729161581         1075.920300949321         -1408.918287073029        -32.70545860935817        1875.717561373036         6466.861291529494         -5919.032471099752        -4144.549439172348        6466.991043890535         126.0942085324205         -7224.862934496457        43341.26291872055         10987.74576462412         -80981.94778808947        -53081.13166788494        54301.43895146801         -37607.28563905413        
-1516.579279041034        1502.338767664944         1051.90241978057          -1516.621980148309        -31.96900676106452        1833.878339851333         6462.578472006426         -5882.042135325639        -4118.648231393061        6462.706324349914         125.3032656300638         -7179.710587934285        43342.42487299442         10989.4266504822          -80981.06043685778        -53082.04786740069        54300.0709327042          -37607.92635241983        
-1622.28804408334         1466.079147429904         1026.506459704717         -1622.341953572643        -31.19025169225642        1789.637714783137         6458.169517713599         -5844.936786483362        -4092.666467440053        6458.295369672531         124.5096480505308         -7134.41766546428         43343.58780238521         10991.10525977029         -80980.16982083535        -53082.96440720931        54298.70193478718         -37608.56460752955        
-1725.966247665812        1427.983206671925         999.8244316469645         -1726.03254142357         -30.3720251354971         1743.155915005947         6453.633066256822         -5807.715841159486        -4066.603738881575        6453.756818235794         123.7133439456229         -7088.983455713023        43344.75170711597         10992.7815928155          -80979.27593985623        -53083.88128749817        54297.3319574396          -37609.20040451946        
-1827.581695130328        1388.179425988405         971.946343541611          -1827.661493702093        -29.51709827131708        1694.589702177342         6448.967733006459         -5770.378710804885        -4040.459633690421        6449.089286177012         122.9143413672282         -7043.407241035442        43345.91658740968         10994.45564994507         -80978.37879375454        -53084.79850845423        54295.96100038409         -37609.83374352587        
-1927.114355226979        1346.79247687984          942.9595329284784         -1927.208728068625        -28.62816009097151        1644.091203750912         6444.172110606974         -5732.92480169583         -4014.233736216818        6444.291366902413         122.112628266972          -6997.688297467306        43347.08244348917         10996.12743148621         -80977.47838236438        -53085.71607026446        54294.58906334316         -37610.46462468509        
-2024.5550819239          1303.942480443482         912.9481473317865         -2024.66505281796         -27.70780055710929        1591.807003155482         6439.244768471981         -5695.353514895745        -3987.92562716172         6439.361630582251         121.3081924953731         -6951.825894678623        43348.2492755772          10997.79693776631         -80976.57470551982        -53086.63397311565        54293.21614603919         -37611.09304813354        
-2119.904348716722        1259.744457158784         881.9927588577993         -2120.030900952755        -26.75849825880141        1537.8774644246           6434.184252266015         -5657.664246218017        -3961.534883550601        6434.298623632232         120.5010218014941         -6905.819295927955        43349.41708389635         10999.46416911276         -80975.66776305492        -53087.5522171944         54291.84224819465         -37611.71901400767        
-2213.171025505755        1214.30794577545          850.1700974278938         -2213.31510615244         -25.78261206790921        1482.436264472606         6428.989083371533         -5619.856386189349        -3935.061078707935        6429.100868180103         119.6911038322432         -6859.667758017793        43350.58586866915         11001.12912585307         -80974.75755480381        -53088.47080268711        54290.46736953181         -37612.34252244404        
-2304.371219911904        1167.736768249131         817.5528863781074         -2304.533743028704        -24.78237620182335        1425.610104652398         6423.657758341113         -5581.929320014257        -3908.50378223235         6423.766861517506         118.8784261319379         -6813.370531251116        43351.75563011813         11002.79180831474         -80973.84408060057        -53089.38972978014        54289.09150977284         -37612.96357357924        
-2393.527197831078        1120.128917937865         784.2097644081368         -2393.709046752658        -23.75989808305167        1367.518573486595         6418.188748333603         -5543.882427540579        -3881.862559972462        6418.295075536007         118.0629761417513         -6766.926859389176        43352.92636846559         11004.45221682542         -80972.92734027929        -53090.30899865966        54287.71466863996         -37613.58216754992        
-2480.666392137005        1071.576549456804         750.2052787314897         -2480.868421080057        -22.717158431391          1308.274133938874         6412.580498535244         -5505.715083226096        -3855.136974003501        6412.683956147812         117.2447411992762         -6720.335979610842        43354.0980839337          11006.11035171279         -80972.00733367408        -53091.22860951151        54286.3368458552          -37614.19830449282        
-2565.820503698546        1022.166050359694         715.599935533668          -2566.043538949511        -21.65601309790509        1247.98221081424          6406.831427563273         -5467.426656106516        -3828.32658260499         6406.931922688847         116.4237085381465         -6673.597122473235        43355.27077674464         11007.76621330465         -80971.08406061905        -53092.14856252167        54284.95804114058         -37614.81198454474        
-2649.024695181055        971.9781769163383         680.450295317889          -2649.269536076579        -20.57819622787065        1186.741356504208         6400.939926853171         -5429.016509764711        -3801.430940239123        6401.037367305951         115.5998652876006         -6626.709511874316        43356.44444712048         11009.41980192883         -80970.15752094828        -53093.06885787577        54283.57825421804         -37615.42320784253        
-2730.316875329416        921.08823849092           644.8091022830777         -2730.584295178414        -19.48532441229327        1124.643476075711         6394.904360027635         -5390.484002301528        -3774.449597530416        6394.99865432526          114.7731984721322         -6579.672365017133        43357.61909528315         11011.0711179132          -80969.22771449591        -53093.98949575925        54282.19748480938         -37616.03197452314        
-2809.737069457013        869.5663172584609         608.7254384398839         -2810.02781648637         -18.37890154783963        1061.774095468863         6388.723062247795         -5351.828486308223        -3747.382101246418        6388.814119603019         113.9436950113159         -6532.484892376131        43358.79472145444         11012.72016158578         -80968.29464109603        -53094.91047635756        54280.81573263643         -37616.63828472354        
-2887.326870549005        817.4775121231214         572.2448946616059         -2887.641668903932        -17.26032417605165        998.2126591960987         6382.394339545048         -5313.049308840709        -3720.22799427963         6382.482069857186         113.1113417192828         -6485.146297665546        43359.97132585605         11014.36693327461         -80967.35830058275        -53095.83179985581        54279.43299742087         -37617.24213858078        
-2963.128964608826        764.8821976648178         535.4097522411757         -2963.468515402521        -16.13088711549062        934.0328463483893         6375.91646813351          -5274.145811395545        -3692.986815630866        6376.000781979295         112.2761253048957         -6437.655777810331        43361.14890870976         11016.01143330781         -80966.4186927902         -53096.75346643908        54278.04927888431         -37617.843536232          
-3037.186723513529        711.8362906956463         498.2591697570024         -3037.551705902093        -14.99178923704312        869.3028958674549         6369.28769370215          -5235.117329888337        -3665.658100393935        6369.36850232631          111.4380323711957         -6390.012522919336        43362.32747023698         11017.65366201359         -80965.47581755249        -53097.67547629226        54276.66457674836         -37618.4424778144         
-3109.543858593155        658.3915185482474         460.8293711295992         -3109.934930846212        -13.84413926280104        804.0859339226881         6362.506230685976         -5195.963194634009        -3638.24137974206         6362.583445991215         110.5970494156936         -6342.215716261577        43363.50701065914         11019.29361972018         -80964.52967470375        -53098.5978296001         54275.27889073442         -37619.03896346522        
-3180.244128325663        604.595684536529          423.1538316762017         -3180.661928865768        -12.68896149587817        738.4402978394501         6355.570261515386         -5156.682730329776        -3610.736180915846        6355.643796052027         109.7531628300785         -6294.264534245114        43364.68753019767         11020.93130675593         -80963.58026407807        -53099.52052654716        54273.89222056398         -37619.63299332176        
-3249.331093866727        550.4929271427682         385.2634597506112         -3249.776242258318        -11.52720141015016        672.4198523790401         6348.477935843111         -5117.275256040652        -3583.142027213209        6348.547702798038         108.9063589003345         -6246.158146399452        43365.86902907374         11022.56672344927         -80962.62758550962        -53100.44356731779        54272.50456595834         -37620.22456752144        
-3316.847916562459        496.1239704067411         347.1867722020397         -3317.321014437708        -10.35973104805453        606.074295292754          6341.227369747823         -5077.740085187688        -3555.458437981142        6341.293282933242         108.0566238069732         -6197.89571536117         43367.0515075085          11024.19987012865         -80961.67163883249        -53101.36695209629        54271.11592663874         -37620.81368620167        
-3382.837192068575        441.5263637468743         308.950062415126          -3383.338823985425        -9.187354189052712        539.449449989188          6333.816644913459         -5038.07652553948         -3527.6849286098          6333.878618754796         107.2039436250634         -6149.47639686332         43368.23496572301         11025.83074712264         -80960.71242388082        -53102.29068106681        54269.72630232637         -37621.40034949998        
-3447.340816203272        386.7347100494371         270.5775601181813         -3447.871550435142        -8.010811265179655        472.5875438930962         6326.243807783758         -4998.283879206632        -3499.821010528671        6326.301757307258         106.3483043245797         -6100.89933972893         43369.41940393811         11027.45935475983         -80959.74994048878        -53103.21475441317        54268.33569274234         -37621.98455755395        
-3510.399878155498        331.7808813436422         232.091582483612          -3510.960267415561        -6.830784008547198        405.5274716608837         6318.50686869066          -4958.361442640016        -3471.866191205394        6318.56070951029          105.4896917707811         -6052.163685868625        43370.60482237476         11029.08569336895         -80958.78418849045        -53104.13917231926        54266.94409760772         -37622.56631050124        
-3572.054577152943        276.6942217559263         193.5126763083244         -3572.645159257692        -5.647899824922206        338.3050428765564         6310.603800955869         -4918.308506632718        -3443.81997414706         6310.653449259698         104.6280917246477         -6003.268570283006        43371.79122125357         11030.70976327875         -80957.81516771999        -53105.06393496867        54265.55151664343         -37623.14560847952        
-3632.344159143104        221.5017377256299         154.8597512629494         -3632.965457621438        -4.462735892622732        270.9532142044336         6302.532539964886         -4878.124356325949        -3415.681858904514        6302.577912500594         103.7634898434335         -5954.213121069901        43372.97860079526         11032.33156481804         -80956.84287801156        -53105.98904254485        54264.15794957039         -37623.7224516266         
-3691.306870462897        166.2282756812347         116.1502043513901         -3691.959395115846        -3.275822991301538        203.5023062402761         6294.290982211358         -4837.808271219459        -3387.451341079563        6294.331996271678         102.8958716814232         -5904.996459437025        43374.16696122033         11033.95109831577         -80955.86731919927        -53106.91449523118        54262.76339610943         -37624.29684008032        
-3748.97992585029         110.8966875350452         77.40003583242651         -3749.664173268015        -2.087649067892926        135.9802054963075         6285.876984312374         -4797.359525186534        -3359.127912335593        6285.913557719265         102.0252226906014         -5855.617699720271        43375.35630274913         11035.56836410088         -80954.88849111728        -53107.8402932107         54261.36785598123         -37624.86877397857        
-3805.399488498981        55.52798446643283         38.62395693425788         -3806.115942539473        -0.898662550287554        68.41255209356314         6277.288361992163         -4756.777386493981        -3330.711060411544        6277.320413080393         101.1515282216133         -5806.075949408172        43376.54662560218         11037.18336250243         -80953.90639359971        -53108.76643666654        54259.97132890648         -37625.4382534593         
-3860.600660163851        0.1414795395394322        -0.1645102550392039       -3861.349792399385        0.2907245802343823        0.8229138268070528        6268.522889033484         -4716.061117827659        -3302.200269139837        6268.550336633984         100.2747735247831         -5756.370309172838        43377.73792999954         11038.79609384955         -80952.92102648072        -53109.69292578142        54258.57381460577         -37626.00527866058        
-3914.617479600303        -55.24508025255636        -38.95294030534569        -3915.399749734788        1.48013394427835          -66.76705267549551        6259.57829619589          -4675.209976323444        -3273.595018468099        6259.601059617591         99.39494375139475         -5706.499872908083        43378.93021616142         11040.40655847144         -80951.93238959447        -53110.6197607381         54257.17531279966         -37626.56984972052        
-3967.482927859819        -110.6153919004137        -77.72991893840663        -3968.298784121871        2.669218134891707         -134.3374529442663        6250.452270099078         -4634.22321360471         -3244.894784485456        6250.470269110694         98.51202395494329         -5656.463727774928        43380.12348430784         11042.01475669732         -80950.94048277511        -53111.54694171908        54255.77582320856         -37627.13196677726        
-4019.228939178924        -165.9544836250134        -116.4849640606117        -4020.078818693408        3.857658289431129         -201.8700170553202        6241.14245207014          -4593.100075826165        -3216.099039453227        6241.155606880493         97.62599909256096         -5606.260954255238        43381.31773465866         11043.62068885658         -80949.94530585682        -53112.4744689067         54254.37534555283         -37627.69162996905        
-4069.8864163814          -221.2486108403245        -155.2084529016865        -4070.770745522983        5.045161849528085         -269.3479726535006        6231.646436953451         -4551.83980372487         -3187.207251840679        6231.654668191448         96.73685402693809         -5555.890626213964        43382.51296743384         11045.22435527857         -80948.94685867371        -53113.40234248323        54252.97387955282         -37628.24883943416        
-4119.485249876627        -276.4851602293202        -193.8915548366349        -4120.4044446068          6.231460496317595         -336.7559278800763        6221.961771881615         -4510.441632678674        -3158.218886366085        6221.965000575117         95.84457352780737         -5505.351810970649        43383.70918285305         11046.82575629282         -80947.94514105999        -53114.33056263073        54251.57142492873         -37628.80359531096        
-4168.054339475173        -331.6525613525591        -232.5261694841174        -4169.008805665828        7.416308248328278         -404.0797634943447        6212.085955006187         -4468.904792772926        -3129.133404043387        6212.084102559951         94.94914227438858         -5454.643569380758        43384.90638113586         11048.42489222882         -80946.94015284978        -53115.25912953098        54250.16798140068         -37629.35589773789        
-4215.621618364297        -386.7402052344405        -271.1048696921061        -4216.611752109078        8.599479709781008         -471.30653351199          6202.016434186429         -4427.228508875705        -3099.95026223491         6202.00942235894          94.05054485730943         -5403.764955927632        43386.10456250189         11050.02176341624         -80945.93189387728        -53116.18804336584        54248.76354868876         -37629.90574685343        
-4262.214078689984        -441.7383694011369        -309.6208490425197        -4263.240266604815        9.780768458585953         -538.4243737188226        6191.750605634064         -4385.412000722281        -3070.668914710623        6191.738356513786         93.14876578128315         -5352.715018825678        43387.30372717051         11051.61637018475         -80944.92036397662        -53117.11730431684        54247.35812651296         -37630.45314279613        
-4307.857798280718        -496.6381488748593        -348.0678735276888        -4308.920417795191        10.95998556233826         -605.422417454567         6181.285812513321         -4343.454483009584        -3041.288811714257        6181.26824849355          92.24378946778597         -5301.492800135718        43388.50387536106         11053.20871286414         -80943.90556298204        -53118.04691256542        54245.95171459328         -37630.99808570463        
-4352.577968126803        -551.4313926602772        -386.4402370733296        -4353.677387766133        12.1369582132902          -672.2907181004994        6170.619343493599         -4301.355165501067        -3011.809400036887        6170.596387246274         91.3356002579676          -5250.097335893181        43389.70500729274         11054.79879178421         -80942.88749072765        -53118.97686829284        54244.54431264949         -37631.54057571759        
-4396.398920291453        -606.1106452896493        -424.7327206044138        -4397.535499951278        13.31152847231715         -739.0201777415496        6159.748431252956         -4259.113253143034        -2982.230123098314        6159.720005701412         90.42418241593987         -5198.527656250124        43390.90712318476         11056.38660727485         -80941.86614704761        -53119.90717168018        54243.13592040143         -37632.0806129738         
-4439.344155989529        -660.6690930232289        -462.9405543716566        -4440.518247203087        14.48355211314629         -805.6024815108976        6148.670250931114         -4216.727946193016        -2952.550421037056        6148.636279221682         89.50952013232745         -5146.782785632095        43392.11022325611         11057.9721596661          -80940.84153177614        -53120.83782290842        54241.72653756879         -37632.61819761206        
-4481.436373614648        -715.1005143317452        -501.0593832765444        -4482.648319812899        15.65289755919366         -872.0300371607736        6137.381918529107         -4174.198440360895        -2922.76973080929         6137.342324001365         88.59159752805135         -5094.861742910565        43393.3143077257          11059.55544928793         -80939.8136447474         -53121.76882215834        54240.3161638712          -37633.15332977123        
-4522.697496536886        -769.3992343145073        -539.0852349527413        -4523.94763330248         16.81944490497699         -938.2959194370196        6125.880489254079         -4131.52392696403         -2892.887486297448        6125.835195409774         87.67039865849074         -5042.763541592503        43394.51937681233         11061.13647647054         -80938.78248579557        -53122.70016961062        54238.90479902821         -37633.68600959027        
-4563.148700528604        -823.5600827336893        -577.0144903801556        -4564.437355843082        17.98308501570136         -1004.39381886764         6114.162955806474         -4088.703593097045        -2862.903118429196        6114.111886277387         86.74590751805226         -4990.487190027721        43395.7254307348          11062.71524154407         -80937.74805475485        -53123.6318654457         54237.49244275937         -37634.21623720819        
-4602.810440703062        -877.5783553710207        -614.8438568253332        -4604.137935188308        19.14371869823663         -1070.317994605837        6102.226246607723         -4045.736621817341        -2832.816055307383        6102.169325121853         85.81810804503039         -4938.031691635624        43396.9324697117          11064.29174483876         -80936.71035145942        -53124.56390984391        54236.07909478401         -37634.74401276406        
-4641.702477876795        -931.4497784347914        -652.5703429183341        -4643.069125030248        20.30125593789853         -1136.063230996602        6090.067223965772         -4002.62219234748         -2802.625722351862        6090.004374312062         84.88698412681697         -4885.396045152491        43398.14049396152         11065.86598668501         -80935.66937574348        -53125.49630298535        54234.66475482154         -37635.26933639702        
-4679.84390428639         -985.1704757689731        -690.1912356917164        -4681.250010710617        21.45561519547482         -1201.624797562748        6077.682682175771         -3959.359480295621        -2772.331542453845        6077.613828167669         83.95251960575115         -4832.579244900728        43399.34950370278         11067.43796741319         -80934.62512744122        -53126.42904505011        54233.24942259121         -37635.7922082463         
-4717.253168607946        -1038.736938634684        -727.7040794209752        -4718.699034234276        22.60672275981051         -1266.998412130706        6065.069345553522         -3915.947657895071        -2741.932936143785        6064.99441099033          83.01469828517293         -4779.58028108174         43400.55949915369         11069.00768735379         -80933.5776063868         -53127.36213621806        54231.83309781217         -37636.31262845115        
-4753.948100242007        -1092.145997854415        -765.1066561194748        -4755.434018548287        23.75451215088833         -1332.180206839752        6052.223866398679         -3872.385894264473        -2711.429321773598        6052.142775025859         82.07350393605884         -4726.398140093748        43401.77048053261         11070.57514683733         -80932.52681241443        -53128.29557666881        54230.41578020359         -37636.83059715093        
-4789.945932838658        -1145.394798125722        -802.3969675527769        -4791.47219106165         24.89892356994096         -1397.166696799002        6039.142822884663         -3828.673355689971        -2680.820115714319        6039.055498352041         81.12892030426883         -4673.031804876679        43402.98244805756         11072.14034619447         -80931.4727453583         -53129.22936658189        54228.99746948452         -37637.346114485          
-4825.263327047753        -1198.480774327967        -839.5732186484238        -4826.830206389481        26.03990339214215         -1461.954751176774        6025.822716872499         -3784.809205930884        -2650.104732570238        6025.729082690785         80.18093111817143         -4619.48025528554         43404.19540194655         11073.70328575588         -80930.41540505266        -53130.16350613674        54227.57816537394         -37637.85918059284        
-4859.916392487066        -1251.401629659871        -876.6338021878619        -4861.524168316042        27.17740369884996         -1526.541566523985        6012.25997164537          -3740.792606550385        -2619.282585410503        6012.159951140755         79.22952009699657         -4565.742468494689        43405.40934241755         11075.26396585233         -80929.35479133166        -53131.09799551254        54226.15786759069         -37638.36979561399        
-4893.920708928665        -1304.155315459298        -913.5772846764303        -4895.569650975056        28.31138184576412         -1590.924642150829        5998.450929559767         -3696.622717273131        -2588.353086019662        5998.34444582666          78.27467095968314         -4511.817419434839        43406.62426968844         11076.82238681463         -80928.29090402955        -53132.03283488832        54224.73657585369         -37638.87795968806        
-4927.291346708429        -1356.740012569353        -950.4023932960117        -4928.981719254167        29.44180006455281         -1655.101757390163        5984.391849611013         -3652.29869637161         -2557.315645168259        5984.278825462447         77.31636743459967         -4457.704081265023        43407.84018397686         11078.37854897373         -80927.22374298047        -53132.96802444308        54223.31428988164         -37639.38367295467        
-4960.042886368814        -1409.154114125995        -987.1080038531509        -4961.774948431936        30.56862509480561         -1719.070950595866        5970.078904908034         -3607.819701083004        -2526.169672904885        5969.959262824268         76.35459326970158         -4403.401425882359        43409.05708550051         11079.93245266058         -80926.15330801868        -53133.90356435545        54221.89100939324         -37639.88693555357        
-4992.189437547931        -1461.396209652943        -1023.693129642692        -4993.963443061803        31.69182784412988         -1782.830499736272        5955.508180054545         -3563.184888059186        -2494.914578871249        5955.381842129282         75.38933224370703         -4348.908424471651        43410.27497447678         11081.48409820622         -80925.07959897838        -53134.83945480402        54220.46673410709         -37640.38774762455        
-5023.744657131494        -1513.465070359409        -1060.156911153448        -5025.560855118616        32.81138307414949         -1846.378904455487        5940.675668432086         -3518.393413851561        -2463.549772641883        5940.542556316184         74.42056817797129         -4294.224048098142        43411.49385112326         11083.03348594179         -80924.0026156938         -53135.77569596731        54219.04146374171         -37640.88610930745        
-5054.721766685543        -1565.359635544417        -1096.498606548965        -5056.580401426065        33.92726910996134         -1909.714869485018        5925.577269380796         -3473.444435433543        -2432.074664090149        5925.437304223771         73.44828494917601         -4239.347268346057        43412.71371565718         11084.58061619848         -80922.92235799912        -53136.71228802355        54217.61519801561         -37641.3820207422         
-5085.133569190162        -1617.079000020109        -1132.717582861704        -5087.034880385385        35.03946757173981         -1972.837289298812        5910.20878527296          -3428.337110763416        -2400.488663782307        5910.061887661868         72.47246650306624         -4184.277058006337        43413.93456829578         11086.12548930757         -80921.83882572858        -53137.64923115086        54216.18793664715         -37641.87548206878        
-5114.992465094663        -1668.622402473353        -1168.813307844219        -5116.936688025598        36.14796312636463         -2035.745233913287        5894.565918475797         -3383.070599389932        -2368.79118340186         5894.412008371321         71.49309686920606         -4129.012391817028        43415.15640925616         11087.66810560037         -80920.75201871642        -53138.58652552718        54214.75967935467         -37642.36649342724        
-5144.310467717529        -1719.989214691886        -1204.785342425777        -5146.297833397926        37.25274325741339         -2098.437935742171        5878.644268197007         -3337.644063104235        -2336.981636206037        5878.483264866809         70.51016017657821         -4073.55224725978         43416.37923875538         11089.2084654083          -80919.66193679682        -53139.52417133027        54213.33042585637         -37642.8550549577         
-5173.09921801131         -1771.178931587114        -1240.633333726742        -5175.129953336786        38.35379805249977         -2160.914777423503        5862.43932720914          -3292.056666640798        -2305.059437516873        5862.271149158652         69.52364067055169         -4017.895605416896        43417.60305701039         11090.74656906285         -80918.56857980404        -53140.46216873778        54211.90017587045         -37643.34116680032        
-5201.369998717448        -1822.191161951603        -1276.35700858738         -5203.444326609082        39.45112000618246         -2223.175280543015        5845.94647844712          -3246.307578431471        -2273.024005249215        5845.771043346438         68.53352273098426         -3962.041451892612        43418.827864238           11092.28241689553         -80917.4719475723         -53141.40051792725        54210.46892911501         -37643.82482909535        
-5229.133747931861        -1873.025619894062        -1311.956167571232        -5231.251887475431        40.5447038373095          -2285.219095184366        5829.16099147225          -3200.395971415855        -2240.8747604784          5828.978216080868         67.53979089166387         -3905.98877780381         43420.05366065487         11093.81600923801         -80916.3720399358         -53142.33921907598        54209.03668530806         -37644.3060419831         
-5256.401072104578        -1923.682116899756        -1347.430679406083        -5258.563238685369        41.63454631992499         -2347.045990242143        5812.078018798376         -3154.321023912344        -2208.611128050281        5811.887818885851         66.54242986103054         -3849.73658084459         43421.2804464777          11095.34734642197         -80915.2688567288         -53143.27827236109        54207.60344416759         -37644.78480560395        
-5283.182258495886        -1974.160554467991        -1382.78047582935         -5285.388663928781        42.72064612645772         -2408.655844439301        5794.69259207265          -3108.081920554047        -2176.232537236778        5794.494882335886         65.54142454449902         -3793.283866430269        43422.50822192291         11096.87642877916         -80914.16239778553        -53144.21767795965        54206.16920541145         -37645.26112009834        
-5309.487287109834        -2024.460917282791        -1418.005546806511        -5311.738139765628        43.80300368220196         -2470.048637994943        5776.999618104601         -3061.677853294357        -2143.738422440147        5776.794312081998         64.53676006835303         -3736.62964892645         43423.73698720708         11098.40325664144         -80913.05266294023        -53145.15743604844        54204.73396875744         -37645.73498560676        
-5335.32584212767         -2074.583266875939        -1453.105936094551        -5337.621347054781        44.88162103056675         -2531.224444893043        5758.99387473712          -3015.108022487082        -2111.128223949447        5758.780884718348         63.52842180532753         -3679.772952969361        43424.96674254636         11099.92783034069         -80911.93965202714        -53146.09754680423        54203.29773392333         -37646.20640226977        
-5360.707322861417        -2124.527735745447        -1488.081737124056        -5363.04768190335         45.956501707813           -2592.183425706651        5740.670006551722         -2968.371638046519        -2078.401388753176        5740.449243483657         62.51639540214092         -3622.712814883853        43426.19748815714         11101.45015020893         -80910.82336488052        -53147.03801040346        54201.86050062673         -37646.67537022801        
-5385.640854247147        -2174.294521894888        -1522.933089176149        -5388.02626615687         47.02765062695835         -2652.925820935605        5722.022520400176         -2921.46792069354         -2045.557371411764        5721.793893788825         61.50066680865712         -3565.448284206461        43427.42922425538         11102.97021657819         -80909.70380133459        -53147.97882702254        54200.4222685853          -37647.14188962217        
