Khon1.MoonMJ2000Eq.X      Khon1.MoonMJ2000Eq.Y      Khon1.MoonMJ2000Eq.Z      Khon2.MoonMJ2000Eq.X      Khon2.MoonMJ2000Eq.Y      Khon2.MoonMJ2000Eq.Z      Khon3.MoonMJ2000Eq.X      Khon3.MoonMJ2000Eq.Y      Khon3.MoonMJ2000Eq.Z      Khon4.MoonMJ2000Eq.X      Khon4.MoonMJ2000Eq.Y      Khon4.MoonMJ2000Eq.Z      
-1516.579368875304        1502.339174127468         1051.902264924356         -1516.62175153126         -31.9692515769857         1833.877657448262         6462.578471996181         -5882.042135321215        -4118.648231393294        6462.706324343279         125.3032656359719         -7179.710587937836        
-1622.288149033324        1466.07962060417          1026.506265114687         -1622.341699558368        -31.19052970377379        1789.636971433283         6458.169517701725         -5844.936786478211        -4092.666467440329        6458.295369664906         124.5096480573993         -7134.417665468398        
-1725.96636679885         1427.983745269768         999.8241965903435         -1726.032260587555        -30.37233563081827        1743.155109754851         6453.633066243201         -5807.715841153578        -4066.60373888188         6453.756818227062         123.7133439534809         -7088.983455717738        
-1827.581827559799        1388.180029543291         971.9460680952761         -1827.661184716912        -29.517440970405          1694.588833775488         6448.967732991034         -5770.378710798192        -4040.459633690771        6449.089286167058         122.9143413761922         -7043.407241040783        
-1927.114500610798        1346.793145531585         942.9592176598962         -1927.208389383508        -28.62853495133459        1644.090270692192         6444.172110589512         -5732.924801688234        -4014.233736217211        6444.291366891179         122.1126282770419         -6997.688297473316        
-2024.555240542919        1303.943214559142         912.9477930214925         -2024.664682520845        -27.70820757144247        1591.806003961479         6439.244768452423         -5695.353514887247        -3987.925627162156        6439.361630569678         121.3081925066654         -6951.825894685331        
-2119.904521308199        1259.745257034228         881.9923663195368         -2120.030496858992        -26.75893732416444        1537.876397902175         6434.184252244246         -5657.664246208558        -3961.534883551081        6434.298623618204         120.5010218140669         -6905.81929593542         
-2213.171213031514        1214.308811498195         850.1696674267587         -2213.314665990591        -25.78308293886948        1482.435129811653         6428.989083347493         -5619.856386178872        -3935.061078708459        6429.100868164562         119.691103846184          -6859.667758026044        
-2304.371423376433        1167.737699692952         817.5524196183251         -2304.533264593803        -24.78287850302877        1425.608901378087         6423.65775831457          -5581.929320002702        -3908.503782232918        6423.766861500335         118.8784261473047         -6813.370531260181        
-2393.527418187063        1120.129914820922         784.2092615546426         -2393.708527973038        -23.76043134881184        1367.517301346743         6418.188748304558         -5543.882427527889        -3881.862559973059        6418.295075517264         118.0629761585733         -6766.926859399115        
-2480.66663026379         1071.577611406945         750.2047404364857         -2480.867860008206        -22.71772214813973        1308.272792799326         6412.580498503521         -5505.715083212242        -3855.136974004155        6412.683956127265         117.2447412176698         -6720.335979621654        
-2565.820760419825        1022.167176959134         715.5993624531839         -2566.042933716904        -21.65660673711682        1247.980800597477         6406.831427528756         -5467.426656091411        -3828.326582605689        6406.931922666554         116.4237085581408         -6673.597122484978        
-2649.024971291132        971.9793677216221         680.4496881156956         -2649.268884848978        -20.57881926678238        1186.739877171014         6400.939926815743         -5429.016509748326        -3801.43094023985         6401.037367281737         115.5998653092829         -6626.70951188702         
-2730.317171613395        921.0894930363283         644.8084616255655         -2730.58359612897         -19.48597634385806        1124.641927633013         6394.90435998718          -5390.484002283803        -3774.449597531202        6394.998654299125         114.7731984955899         -6579.672365030841        
-2809.737386699009        869.5676350524591         608.7247649876954         -2810.027067789226        -18.37958188352059        1061.772477985709         6388.723062204255         -5351.828486289101        -3747.382101247233        6388.814119574847         113.943695036578          -6532.484892390858        
-2887.327209531679        817.4788926444598         572.2441890618502         -2887.640868741204        -17.26103244468686        998.2109728162468         6382.394339498249         -5313.049308820133        -3720.227994280503        6382.48206982686          113.1113417464367         -6485.146297681349        
-2963.129326108145        764.8836403612222         535.4090151220444         -2963.467661977047        -16.13162286067382        934.0310912955902         6375.916468083335         -5274.145811373455        -3692.986815631768        6376.000781946816         112.2761253339704         -6437.655777827211        
-3037.187108292826        711.8377949854184         498.2584017249173         -3037.550797449774        -14.99255201438791        869.301072443981          6369.287693648541         -5235.117329864705        -3665.658100394881        6369.36850229156          111.4380324023077         -6390.012522937366        
-3109.544267398014        658.3930838236411         460.8285727682669         -3109.933965645556        -13.84492863787455        804.084042503644          6362.506230628758         -5195.963194608776        -3638.241379743049        6362.583445954137         110.5970494489011         -6342.215716280756        
-3180.244561880361        604.5973101680283         423.1530035467731         -3180.660905243887        -12.68977704277495        738.4383388651768         6355.570261454501         -5156.682730302884        -3610.73618091688         6355.643796012562         109.7531628654106         -6294.264534265487        
-3249.3315528729          550.4946124831331         385.2626023923076         -3249.77515859413         -11.52804271085188        672.4178263474751         6348.477935778443         -5117.275256012043        -3583.142027214271        6348.547702756128         108.9063589379075         -6246.158146421061        
-3316.84840169776         496.1257147948199         347.1858861329383         -3317.319869163097        -10.36059769202257        606.0722027522861         6341.227369679254         -5077.740085157333        -3555.458437982248        6341.293282888713         108.0566238468164         -6197.895715384031        
-3382.837703987083        441.5281665107759         308.9491481329896         -3383.337615585246        -9.188245773431845        539.447291532575          6333.816644840874         -5038.076525507291        -3527.684928610935        6333.878618707706         107.2039436672349         -6149.476396887476        
-3447.341355535493        386.7365705091215         270.5766181010986         -3447.87027744652         -8.011727394885384        472.5853201521968         6326.24380770704          -4998.283879172581        -3499.821010529835        6326.301757257432         106.3483043691667         -6100.899339754396        
-3510.400445508945        331.7827988129866         232.090613190725          -3510.958928427252        -6.83172429644037         405.5251833021321         6318.506868609693         -4958.361442604044        -3471.866191206587        6318.56070945767          105.4896918178129         -6052.163685895444        
-3572.055173112312        276.6961955445877         193.5116801804543         -3572.643752908742        -5.64886389192543         338.30269059696           6310.603800870595         -4918.308506594767        -3443.819974148282        6310.653449204285         104.6280917742115         -6003.268570311193        
-3632.344784270972        221.5037671406171         154.8587287232658         -3632.963982600544        -4.463723367924104        270.9507987280376         6302.532539875072         -4878.12435628596         -3415.681858905751        6302.57791244227          103.7634898956458         -5954.213121099485        
-3691.307525300072        166.2303600282467         116.1491558060516         -3691.957850160019        -3.276833512238227        203.4998283148889         6294.290982117003         -4837.808271177404        -3387.451341080829        6294.331996210385         102.8958717362839         -5904.99645946805         
-3748.980610916333        110.8988261197228         77.39896167129336         -3749.662557161413        -2.088682280096691        135.9776658905175         6285.876984213362         -4797.359525142325        -3359.127912336873        6285.913557654887         102.0252227481687         -5855.617699752765        
-3805.400204292557        55.53017659534817         38.62285753156175         -3806.11425411253         -0.8997181074810214       68.40995159401791         6277.288361888321         -4756.777386447589        -3330.711060412839        6277.320413012931         101.1515282819746         -5806.075949442136        
-3860.601407163427        0.1437245212146081        -0.1656345400260761       -3861.348030527297        0.2896470162377227        0.8202532356517622        6268.522888924752         -4716.061117778998        -3302.200269141133        6268.550336563261         100.2747735879966         -5756.370309208331        
-3914.618258264614        -55.24278310671798        -38.95408912761195        -3915.397913336405        1.479034703836078         -66.76977254294616        6259.578296082153         -4675.209976272483        -3273.595018469408        6259.601059543609         99.39494381751865         -5706.499872945118        
-3967.483738628449        -110.6130432755162        -77.73109196659061        -3968.296872158302        2.668097540561575         -134.3402312616672        6250.452269980276         -4634.223213551391        -3244.894784486751        6250.470269033336         98.51202402403578         -5656.46372781352         
-4019.22978247283         -165.9520842018537        -116.486160976332         -4020.076830166916        3.856516656232998         -201.8728529872606        6241.1424519461           -4593.100075770431        -3216.099039454508        6241.155606799759         97.62599916470936         -5606.260954295431        
-4069.887292603729        -221.2461612948682        -155.2096733989456        -4070.768679475237        5.043999485002132         -269.350865357279         6231.646436824056         -4551.839803666691        -3187.207251841945        6231.654668107221         96.73685410217149         -5555.890626255772        
-4119.486159413063        -276.4826612321485        -193.892798621222         -4120.402300117887        6.23027770081535          -336.7588765073451        6221.961771746748         -4510.441632617963        -3158.218886367336        6221.96500048734          95.84457360621309         -5505.351811014101        
-4168.055282694753        -331.6500135684619        -232.5274362730415        -4169.006581852736        7.415105315158144         -404.0827671925217        6212.085954865848         -4468.904792709654        -3129.133404044609        6212.084102468507         94.94914235599572         -5454.643569425869        
-4215.622595619876        -386.7376093219791        -271.1061592130864        -4216.609448124422        8.598256925411988         -471.3095914256846        6202.016434040444         -4427.228508809785        -3099.950262236089        6202.009422263829         94.05054494220531         -5403.764955974431        
-4262.215090318874        -441.7357260123827        -309.6221610334615        -4263.23788163549         9.77952610279317          -538.4274849909416        6191.750605482317         -4385.412000653683        -3070.668914711772        6191.738356414891         93.14876586952596         -5352.71501887418         
-4307.858844605391        -496.6354586550442        -348.0692077361746        -4308.917951060983        10.95872390840668         -605.4255812274641        6181.285812355694         -4343.454482938221        -3041.288811715363        6181.268248390872         92.24378955943394         -5301.492800185952        
-4352.579049455235        -551.4286562476773        -386.4415932561969        -4353.674838518666        12.13567752821837         -672.2939335168921        6170.619343329978         -4301.35516542691         -3011.809400037935        6170.596387139638         91.33560035304981         -5250.09733594516         
-4396.400036917999        -606.1078633152356        -424.734098527304         -4397.532867472677        13.31022901696269         -739.0234439454216        6159.748431083281         -4259.113253066025        -2982.230123099289        6159.720005590818         90.42418251457275         -5198.527656303879        
-4439.345308195276        -660.6662661106675        -462.9419538086076        -4440.515530804696        14.48223414242966         -805.6057976482698        6148.670250755269         -4216.727946113097        -2952.550421037973        6148.636279107013         89.509520234511           -5146.782785687625        
-4481.437561667815        -715.0976430972223        -501.0608040095685        -4482.645518834237        15.65156132224365         -872.0334023803734        6137.381918346975         -4174.198440278007        -2922.76973081012         6137.342323882564         88.59159763387288         -5094.861742967914        
-4522.698720693705        -769.3963193666132        -539.0866767715052        -4523.944747110072        16.81809064533445         -938.2993328909361        6125.880489065545         -4131.523926878115        -2892.88748629819         6125.83519528684          87.67039876800845         -5042.763541651686        
-4563.149961033487        -823.5571246734471        -577.0159530816018        -4564.434383829474        17.98171297140652         -1004.397279711833        6114.16295561142          -4088.703593008046        -2862.903118429836        6114.111886150145         86.74590763132437         -4990.487190088752        
-4602.811737789249        -877.575354791712         -614.8453402133164        -4604.134876770782        19.14232910209103         -1070.321502000661        6102.226246406091         -4045.736621725198        -2832.816055307907        6102.169324990304         85.81810816208599         -4938.031691698518        
-4641.703811766813        -931.4467359221017        -652.5718468033592        -4643.065979650128        20.29984901755233         -1136.066784107214        6090.067223757389         -4002.622192252165        -2802.62572235227         6090.004374176147         84.88698424774338         -4885.396045217261        
-4679.845275192405        -985.1673919008463        -690.1927598906186        -4681.246777832042        21.45419117363053         -1201.628395559455        6077.682681960578         -3959.359480197047        -2772.331542454122        6077.613828027272         83.95251973060658         -4832.579244967405        
-4717.254576732288        -1038.733813981438        -727.7056237566285        -4718.69571334339         22.6052818542812          -1267.002054189332        6065.069345331402         -3915.947657793178        -2741.932936143916        6064.994410845451         83.01469841398648         -4779.580281150309        
-4753.949545777519        -1092.142832978745        -765.108220420545         -4755.430609152361        23.75305457485956         -1332.183892141911        6052.223866169516         -3872.385894159175        -2711.429321773569        6052.142774876382         82.07350406891783         -4726.398140164252        
-4789.947415969218        -1145.391593582724        -802.3985516534449        -4791.468692688213        24.89744953199988         -1397.170424532378        6039.14282264834          -3828.673355581268        -2680.82011571413         6039.055498197849         81.12892044120235         -4673.031804949103        
-4825.264847948391        -1198.47753066523         -839.5748223881528        -4826.826618585445        26.03841309651034         -1461.958520535234        6025.822716628958         -3784.809205818688        -2650.10473256986         6025.729082531878         80.1809312592377          -4619.480255359929        
-4859.917951324664        -1251.398347417475        -876.6354254111939        -4861.520490646944        27.17589734541252         -1526.545376707858        6012.259971394436         -3740.792606434639        -2619.282585409921        6012.159950977017         79.22952024225378         -4565.742468571043        
-4893.922305861954        -1304.151995169959        -913.5789272327238        -4895.565883024421        28.30985963027342         -1590.92849236702         5998.450929301383         -3696.622717153776        -2588.353086018891        5998.344445658033         78.27467110918951         -4511.817419513158        
-4927.292981888633        -1356.736654758482        -950.4040550392674        -4928.977860622574        29.44026217868668         -1655.105646852287        5984.391849345062         -3652.298696248588        -2557.315645167255        5984.27882528893          77.31636758841341         -4457.704081345335        
-4960.044559939764        -1409.150719311729        -987.1096846418368        -4961.770998736494        30.56707172634196         -1719.074878524305        5970.0789046344           -3607.819700956257        -2526.169672903634        5969.959262645745         76.3545934278518          -4403.40142596465         
-4992.191149646475        -1461.392778346344        -1023.694829339525        -4993.959401935397        31.69025917706313         -1782.834465358334        5955.508179773111         -3563.184887928655        -2494.914578869735        5955.381841945637         75.38933240628103         -4348.90842455595         
-5023.746407887666        -1513.461603064439        -1060.158629625235        -5025.556722209381        32.80979928871966         -1846.38290700542         5940.675668142794         -3518.39341371716         -2463.549772640108        5940.542556127475         74.42056834499817         -4294.224048184449        
-5054.723556223093        -1565.356132758112        -1096.500343666426        -5056.576176396629        33.92567038285779         -1909.718908204028        5925.577269083471         -3473.444435295241        -2432.074664088082        5925.437304029823         73.44828512068489         -4239.347268434372        
-5085.135397626436        -1617.075462232664        -1132.719338499344        -5087.030562912405        35.03785407615942         -1972.84136343516         5910.208784967544         -3428.337110621127        -2400.488663779921        5910.061887462623         72.47246667914442         -4184.27705809669         
-5114.994332541304        -1668.618830168183        -1168.815081880151        -5116.932277799177        36.14633503207006         -2035.749342722251        5894.565918162116         -3383.070599243627        -2368.791183399153        5894.412008166721         71.49309704988264         -4129.012391909389        
-5144.3123742803          -1719.9856083458          -1204.787134741578        -5146.293330121145        37.25110073093674         -2098.44207848607         5878.644267874944         -3337.644062953827        -2336.981636202981        5878.483264656854         70.5101603619114          -4073.552247354179        
-5173.101163790678        -1771.17529167037         -1240.63514420735         -5175.125356725068        38.35214125717175         -2160.918953371685        5862.439326878695         -3292.056666486227        -2305.059437513439        5862.271148943168         69.52364086057059         -4017.895605513317        
-5201.371983808524        -1822.187488928001        -1276.358837120933        -5203.439636389725        39.44944910213235         -2223.179488971844        5845.946478108061         -3246.307578272681        -2273.024005245403        5845.771043125424         68.53352292574709         -3962.04145199107         
-5229.135772424866        -1873.021914221114        -1311.958014048971        -5231.247103387257        40.54301898172707         -2285.223335377188        5829.160991124518         -3200.395971252787        -2240.87476047418         5828.978215854208         67.53979109122884         -3905.988777904306        
-5256.403136084846        -1923.678379028745        -1347.432543722214        -5258.5583604782          41.63284766703146         -2347.050261489261        5812.078018441913         -3154.321023744909        -2208.611128045624        5811.887818653486         66.54243006542674         -3849.736580947123        
-5283.184362044092        -1974.156784844119        -1382.782357880948        -5285.383691363153        42.71893382756389         -2408.660146037917        5794.692591707222         -3108.081920382188        -2176.23253723167         5794.494882097817         65.54142475378467         -3793.283866534824        
-5309.489430302288        -2024.457116345176        -1418.0074464934          -5311.733072612085        43.80127788591199         -2470.05296924914         5776.999617730151         -3061.677853118017        -2143.738422434544        5776.794311838108         64.53676028255722         -3736.629649033028        
-5335.328025036491        -2074.57943505788         -1453.107853319234        -5337.616185093706        44.87988188274903         -2531.2288051137          5758.993874353531         -3015.108022306173        -2111.128223943349        5758.780884468521         63.52842202453758         -3679.772953077962        
-5360.709545554477        -2124.52387347442         -1488.08367179161         -5363.042424924672        45.9547493516875          -2592.187814211386        5740.670006158878         -2968.371637861012        -2078.401388746541        5740.449243227893         62.51639562635683         -3622.712814994477        
-5385.643116788473        -2174.290629592637        -1522.935041194112        -5388.020913959423        47.02588520318386         -2652.930237048757        5722.022519997961         -2921.467920503346        -2045.557371404575        5721.793893527007         61.50066703793709         -3565.448284319107        
-5410.137599349255        -2223.879961844796        -1557.662143110254        -5412.560509840259        48.09329561667982         -2713.456387871978        5703.045780343411         -2874.396103098494        -2012.595634987068        5702.809198295348         60.48122254404007         -3507.978425435635        
-5434.201599158638        -2273.292184386548        -1592.265198125402        -5436.669815626519        49.15698794039781         -2773.766648919409        5683.734004450147         -2827.155432093161        -1979.515652079062        5683.489373137301         59.45804879794014         -3450.302319331517        
-5457.843476679584        -2322.527662719862        -1626.744462762232        -5460.357189020782        50.21697059844155         -2833.861465081223        5664.081257317623         -2779.745169058355        -1946.316905861735        5663.82848129014          58.43113285765867         -3392.41906548402         
-5481.071355761262        -2371.586809624685        -1661.100226632494        -5483.630751210672        51.27325300427037         -2893.74133893603         5644.08144644514          -2732.16459234638         -1912.998891272859        5643.820428374282         57.40046222473029         -3334.327783885659        
-5503.893132115831        -2420.470081377047        -1695.332809789499        -5506.498395342089        52.32584548051818         -2953.406826136881        5623.728316369699         -2684.412998870015        -1879.56111625288         5623.458956925897         56.36602488570497         -3276.027617219399        
-5526.316481443122        -2469.177974232618        -1729.442560266078        -5528.967794640863        53.3747591842257          -3012.858531121048        5603.01544297667          -2636.489706013585        -1846.003103083349        5602.737640702166         55.3278093568224          -3217.51773319456         
-5548.348867219582        -2517.711021156312        -1763.4298517852          -5551.046410198207        54.42000603757333         -3072.097103120075        5581.936227572558         -2588.394053685071        -1812.324389824178        5581.649878748227         54.28580473171314         -3158.797327055843        
-5569.997548165207        -2566.069788780267        -1797.295081630233        -5572.741498435149        55.4615986632416          -3131.123232448372        5560.483890708361         -2540.125406520616        -1778.524531857547        5560.188889215235         53.24000073267962         -3099.865624278013        
-5591.269585404254        -2614.254874573468        -1831.038668663576        -5594.060118259687        56.49955032451544         -3189.937647050276        5538.651465743198         -2491.683156252431        -1744.603103546266        5538.34770291677          52.1903877655277          -3040.721883460952        
-5612.171849331877        -2662.266904208431        -1864.661051483083        -5615.009137931047        57.53387486949214         -3248.541109287151        5516.431792134012         -2443.066724252683        -1710.55970001551         5516.119156613131         51.13695697867661         -2981.365399439601        
-5632.71102620149         -2710.106529110344        -1898.162686706346        -5635.595241644129        58.56458667904371         -3306.934412947216        5493.817508440523         -2394.275564267155        -1676.393939067231        5493.495886008895         50.07970032622688         -2921.795506625946        
-5652.893624443619        -2757.774424175761        -1931.544047373725        -5655.824935845623        59.59170061865007         -3365.118380462591        5470.801045030938         -2345.309165352723        -1642.105463237429        5470.470318451931         49.01861063591787         -2862.011582600302        
-5672.725980729796        -2805.271285649418        -1964.805621461885        -5675.704555295524        60.61523199331714         -3423.093860318579        5447.374616475077         -2296.167055034632        -1607.693942007463        5447.034665318904         47.95368168194545         -2802.013051971502        
-5692.214265791816        -2852.597829147271        -1997.947910499992        -5695.240268883877        61.63519650598755         -3480.861724641945        5423.530213609571         -2246.848802700988        -1573.15907418124         5423.180914073251         46.8849082630768          -2741.799390526852        
-5711.364490007807        -2899.754787816113        -2030.971428281337        -5714.438085214293        62.65161021842505         -3538.422866955516        5399.259595261421         -2197.354023252381        -1538.500590441283        5398.90081998019          45.81228628670215         -2681.370129694245        
-5730.182508765371        -2946.742910620116        -2063.876699663801        -5733.303857964929        63.66448951500934         -3595.778200087632        5374.55427961197          -2147.682381027           -1503.718256097738        5374.185897463118         44.73581285891123         -2620.724861341369        
-5748.674027611618        -2993.562960745156        -2096.664259452999        -5751.843291036435        64.67385106920847         -3652.928654225456        5349.405535187107         -2097.833594023134        -1468.811874045452        5349.027411084331         43.6554863814672          -2559.86324293811         
-5766.844607199717        -3040.215714113321        -2129.334651362326        -5770.061943496054        65.67971181203029         -3709.875175102599        5323.80437145452          -2047.807438442309        -1433.781287945807        5323.416366134188         42.57130665588193         -2498.785003111509        
-5784.699668041081        -3086.701957999729        -2161.888427044731        -5787.965234327945        66.68208890297683         -3766.618722311367        5297.741529011633         -1997.603753578878        -1398.626385651121        5297.343498808797         41.48327499526204         -2437.489947624083        
-5802.244495071238        -3133.022489744442        -2194.32614519108         -5805.558446997078        67.68099970277399         -3823.160267731524        5271.207469344721         -1947.222447083856        -1363.347102891057        5270.799265960173         40.39139434479875         -2375.977965809972        
-5819.484242038277        -3179.178115553514        -2226.648370690949        -5822.8467338357          68.67646174819674         -3879.500794067251        5244.192364140705         -1896.663500632945        -1327.943427242266        5243.773834397667         39.29566941101803         -2314.249037505462        
-5836.423935721396        -3225.169649382588        -2258.85567385114         -5839.835120259959        69.66849272846594         -3935.641293485256        5216.686084131827         -1845.926976032002        -1292.415402404251        5216.257069722109         38.19610680118785         -2252.3032405142          
-5853.068479986687        -3270.997911897866        -2290.94862966839         -5856.528508824063        70.6571104634786          -3991.582766346895        5188.678187452373         -1795.013021795196        -1256.763132806271        5188.238524671877         37.09271517314482         -2190.140758650741        
-5869.422659687873        -3316.66372950896         -2322.927817152347        -5872.931683119095        71.64233288337709         -4047.326220028219        5160.157907486951         -1743.92188023476         -1220.986788572613        5159.70742695994          35.98550539658754         -2127.76189040966         
-5885.491144418076        -3362.167933468794        -2354.793818695747        -5889.049311523326        72.62417800968979         -4102.872667821895        5131.114140188845         -1692.653895104624        -1185.086610875762        5130.652666580747         34.8744907270011          -2065.167058312058        
-5901.278492119745        -3407.511359036347        -2386.547219488159        -5904.885950810392        73.60266393766506         -4158.223127915524        5101.535430846503         -1641.209519843775        -1149.062917709409        5101.062782565074         33.75968699276564         -2002.356818985485        
-5916.789152558311        -3452.69484469766         -2418.188606970914        -5920.446049621562        74.57780882008956         -4213.378622441276        5071.409960276389         -1589.589326469315        -1112.916110116712        5070.925949160126         32.64111279702047         -1939.3318740385          
-5932.027470665751        -3497.719231441559        -2449.718570330107        -5935.733951807546        75.54963085186318         -4268.340176592159        5040.725530418858         -1537.794015173597        -1076.646678911464        5040.229961413832         31.51878973506973         -1876.093081796382        
-5946.997689759417        -3542.585362086305        -2481.137700025283        -5950.753899646283        76.51814825614565         -4323.108817800341        5009.469549316331         -1485.824424684921        -1040.255211934098        5008.962220139394         30.39274262916297         -1812.641469970564        
-5961.70395464194         -3587.294080653606        -2512.446587351456        -5965.510036940861        77.48337927099783         -4377.685574973613        4977.629015449726         -1433.68154345642         -1003.742401887648        4977.109716239385         29.26299978152383         -1748.978249340958        
-5976.150314586237        -3631.846231787466        -2543.64582403221         -5980.006412004004        78.44534213742008         -4432.071477786041        4945.190501412551         -1381.366521753429        -967.1090548029169        4944.659014366567         28.12959324751864         -1685.104828537209        
-5990.340726211958        -3676.242660214164        -2574.736001841869        -5994.246980532364        79.40405508800177         -4486.2675560192          4912.140136901115         -1328.88068471622         -930.356099186858         4911.596235900768         26.99255913071102         -1621.022830012953        
-6004.279056256346        -3720.484210241295        -2605.717712254875        -6008.235608376854        80.35953633647296         -4540.27483895082         4878.463591000182         -1276.225546482136        -893.4845959128143        4877.907041221508         25.85193790137419         -1556.734107315613        
-6017.969084245211        -3764.571725292888        -2636.591546120442        -6021.976074211998        81.31180406795465         -4594.094354787652        4844.14605374611          -1223.402825458441        -856.4957489165245        4843.57661125774          24.70777474073111         -1492.240763763519        
-6031.414505067689        -3808.506047478499        -2667.358093361079        -6035.472072109638        82.26087643005303         -4647.727130139639        4809.172216949752         -1170.414460845379        -819.3909167679521        4808.589628297777         23.56011991310515         -1427.545172652302        
-6044.618931458448        -3852.288017194078        -2698.017942693084        -6048.727214020037        83.20677152453572         -4701.174189532758        4773.52625426522          -1117.262630518817        -782.1716251949983        4772.930256045656         22.40902916816412         -1362.649999123896        
-6057.585896391771        -3895.91847275215         -2728.571681368034        -6061.745032165083        84.14950739967753         -4754.436554957967        4737.191800493223         -1063.949770390813        -744.8395806424815        4736.582118911727         21.25456417619716         -1297.558223843196        
-6070.318855390884        -3939.398250040074        -2759.019894933415        -6074.528981346113        85.08910204315907         -4807.515245454022        4700.151930111111         -1010.478595377906        -707.3966849569551        4699.528280531929         20.09679299904383         -1232.273168641113        
-6082.821188755916        -3982.728182203922        -2789.363167011543        -6087.082441171282        86.02557337543112         -4860.411276721788        4662.389135028527         -956.8521221188712        -669.8450512967684        4661.751221511979         18.93579059987678         -1166.798524296988        
-6095.096203713794        -4025.909099356679        -2819.602079095377        -6099.408718204417        86.95893924380653         -4913.125660768172        4623.885301571107         -903.0736935958266        -632.1870213750517        4623.232816402277         17.77163939524326         -1101.138380649078        
-6107.147136493528        -4068.941828309151        -2849.73721036021         -6111.511048039189        87.88921741690137         -4965.65940557771         4584.621686704748         -849.1470058273699        -594.4251841539954        4583.95430991397          16.60442985300324         -1035.297259239102        
-6118.97715432971         -4111.827192321973        -2879.769137490221        -6123.392597301863        88.81642557939631         -5018.013514809965        4544.578893520287         -795.0761368175154        -556.5623961186648        4543.896292397636         15.43426114035537         -969.2801487154502        
-6130.589357396704        -4154.566010877606        -2909.698434518839        -6135.056465584668        89.74058132749633         -5070.188987521178        4503.736846010026         -740.865577960154         -518.6018032708816        4503.038674615964         14.26124182617059         -903.0925432396471        
-6141.986780677224        -4197.159099470562        -2939.525672682168        -6146.505687313329        90.66170216453611         -5122.186817908441        4462.074763181387         -686.5202681177179        -480.5468649955728        4461.360661856655         13.08549064237741         -836.7404841629032        
