Khon1.MoonMJ2000Eq.X      Khon1.MoonMJ2000Eq.Y      Khon1.MoonMJ2000Eq.Z      Khon2.MoonMJ2000Eq.X      Khon2.MoonMJ2000Eq.Y      Khon2.MoonMJ2000Eq.Z      Khon3.MoonMJ2000Eq.X      Khon3.MoonMJ2000Eq.Y      Khon3.MoonMJ2000Eq.Z      Khon4.MoonMJ2000Eq.X      Khon4.MoonMJ2000Eq.Y      Khon4.MoonMJ2000Eq.Z      
-2809.737081606057        869.5663125245774         608.7254591355886         -2810.027806498343        -18.37892684794497        1061.774089279192         6388.723062247795         -5351.828486308223        -3747.382101246418        6388.814119603019         113.9436950113159         -6532.484892376131        
-2887.326882850728        817.4775073410419         572.2449161564            -2887.641658406414        -17.26035035055247        998.2126525949279         6382.394339545048         -5313.049308840709        -3720.22799427963         6382.482069857186         113.1113417192828         -6485.146297665546        
-2963.128977080865        764.8821928446123         535.4097745267645         -2963.468504381075        -16.13091414805967        934.0328393325617         6375.91646813351          -5274.145811395545        -3692.986815630851        6376.000781979295         112.2761253048957         -6437.655777810331        
-3037.186736172996        711.8362858465116         498.2591928246839         -3037.551694342226        -14.9918171116442         869.3028884344822         6369.28769370215          -5235.117329888337        -3665.658100393935        6369.36850232631          111.4380323711957         -6390.012522919336        
-3109.543871456757        658.3915136784781         460.8293949703511         -3109.934918733372        -13.84416796374717        804.0859260706929         6362.506230685976         -5195.963194634009        -3638.24137974206         6362.583445991215         110.5970494156936         -6342.215716261577        
-3180.244141409523        604.5956796536339         423.1538562807546         -3180.661916185403        -12.68899100777344        738.440289567181          6355.570261515386         -5156.682730329776        -3610.736180915846        6355.643796052027         109.7531628300785         -6294.264534245114        
-3249.331107186619        550.4929222534411         385.2634851094335         -3249.776228995936        -11.52723171794787        672.4198436858424         6348.477935843111         -5117.275256040622        -3583.142027213209        6348.547702798038         108.9063589003345         -6246.158146399452        
-3316.847930133401        496.1239655170066         347.1867983054253         -3317.32100057893         -10.35976213702816        606.0742861785257         6341.227369747823         -5077.740085187688        -3555.458437981142        6341.293282933242         108.0566238069732         -6197.89571536117         
-3382.837205905176        441.5263588620583         308.9500892532378         -3383.338809516048        -9.187386044854065        539.4494404543366         6333.816644913459         -5038.07652553948         -3527.6849286098          6333.878618754796         107.2039436250634         -6149.47639686332         
-3447.340830319503        386.7347051743709         270.5775876810658         -3447.871535341081        -8.010843873751583        472.5875339385675         6326.243807783758         -4998.283879206632        -3499.821010528671        6326.301757307258         106.3483043245797         -6100.89933972893         
-3510.399892564921        331.7808764825459         232.0916107612575         -3510.960251682962        -6.830817356181797        405.5274612880603         6318.50686869066          -4958.361442640016        -3471.866191205394        6318.56070951029          105.4896917707811         -6052.163685868625        
-3572.05459186848         276.694216912525          193.5127052906464         -3572.645142872818        -5.647933898231713        338.3050320872862         6310.603800955869         -4918.308506632718        -3443.81997414706         6310.653449259698         104.6280917246477         -6003.268570283006        
-3632.344174177269        221.5017329031543         154.8597809398489         -3632.965440570842        -4.462770678597735        270.9532030009577         6302.532539964886         -4878.124356325949        -3415.681858904514        6302.577912500594         103.7634898434335         -5954.213121069901        
-3691.306885827682        166.2282708825369         116.150234712768          -3691.959377386433        -3.275858477165457        203.5022946252429         6294.290982211358         -4837.808271219459        -3387.451341079563        6294.331996271678         102.8958716814232         -5904.996459437025        
-3748.979941557103        110.8966827625409         77.40006686819834         -3749.664154846687        -2.087685241276631        135.9801934727002         6285.876984312374         -4797.359525186534        -3359.127912335593        6285.913557719265         102.0252226906014         -5855.617699720271        
-3805.399504558765        55.52797972224653         38.62398863438284         -3806.115923413541        -0.8986993990547489       68.41253966472868         6277.288361992163         -4756.777386493981        -3330.711060411544        6277.320413080393         101.1515282216133         -5806.075949408172        
-3860.600676587259        0.1414748253591824        -0.1644779005437158       -3861.349772556452        0.2906870678416453        0.822900996383396         6268.522889033484         -4716.061117827659        -3302.200269139837        6268.550336633984         100.2747735247831         -5756.370309172838        
-3914.617496397288        -55.24508493524627        -38.95290730641864        -3915.399729162687        1.480095779785188         -66.76706590357935        6259.57829619589          -4675.209976323415        -3273.595018468099        6259.601059617591         99.39494375139475         -5706.499872908083        
-3967.482945040101        -110.61539655042          -77.7298853048851         -3968.29876280867         2.669179329532199         -134.3374665658193        6250.452270099078         -4634.22321360471         -3244.894784485456        6250.470269110694         98.51202395494329         -5656.463727774928        
-4019.2289567517          -165.954488241463         -116.4849298022891        -4020.078796627524        3.857618854090106         -201.8700310659042        6241.14245207014          -4593.100075826165        -3216.099039453227        6241.155606880493         97.62599909259006         -5606.260954255238        
-4069.886434355518        -221.2486154224898        -155.2084180282109        -4070.770722692949        5.045121794886654         -269.3479870484589        6231.646436953451         -4551.83980372487         -3187.207251840679        6231.654668191448         96.73685402693809         -5555.890626213964        
-4119.485268260527        -276.4851647767064        -193.8915193575958        -4120.404421001615        6.231419832794927         -336.7559426545486        6221.961771881615         -4510.441632678674        -3158.218886366085        6221.965000575117         95.84457352780737         -5505.351810970649        
-4168.054358276946        -331.6525658649043        -232.5261334089737        -4169.008781274606        7.416266985994298         -404.0797786432522        6212.085955006187         -4468.904792772926        -3129.133404043387        6212.084102559951         94.94914227438858         -5454.643569380758        
-4215.621637591685        -386.7402097116574        -271.1048330302146        -4216.611726921285        8.599437858589226         -471.3065490301233        6202.016434186429         -4427.228508875705        -3099.95026223491         6202.00942235894          94.05054485730943         -5403.764955927632        
-4262.214098350378        -441.7383738432254        -309.6208118031209        -4263.240240610205        9.78072602811153          -538.4243896007829        6191.750605634064         -4385.412000722281        -3070.668914710623        6191.738356513786         93.14876578131225         -5352.715018825678        
-4307.857818381221        -496.6381532820233        -348.0678357199067        -4308.920390983636        10.95994256201084         -605.4224336948246        6181.285812513321         -4343.454483009584        -3041.288811714257        6181.26824849355          92.24378946778597         -5301.492800135718        
-4352.577988674107        -551.4313970328949        -386.4401987061719        -4353.677360127855        12.13691465230659         -672.2907346933935        6170.619343493599         -4301.355165501067        -3011.809400036887        6170.596387246274         91.3356002579676          -5250.097335893181        
-4396.39894129202         -606.1106496280991        -424.7326816867571        -4397.535471476789        13.31148435961222         -739.0201946813031        6159.748431252956         -4259.113253143034        -2982.230123098314        6159.720005701412         90.42418241596897         -5198.527656250124        
-4439.344177449646        -660.669097328122         -462.9405149122613        -4440.518217883073        14.4835074574512          -805.6024987916317        6148.670250931114         -4216.727946193016        -2952.550421037056        6148.636279221682         89.50952013232745         -5146.782785632095        
-4481.436395540135        -715.100518603751         -501.0593432840251        -4482.64828963828         15.65285236903583         -872.0300547764928        6137.381918529107         -4174.198440360895        -2922.76973080929         6137.342324001365         88.59159752805135         -5094.861742910565        
-4522.697518933506        -769.3992385543534        -539.0851944356109        -4523.947602264408        16.81939918870921         -938.2959373816557        6125.880489254079         -4131.52392696403         -2892.887486297448        6125.835195409774         87.67039865849074         -5042.763541592503        
-4563.148723401711        -823.5600869422487        -577.014449346796         -4564.437323933002        17.98303878144361         -1004.393837135067        6114.162955806474         -4088.703593097045        -2862.903118429196        6114.111886277387         86.74590751805226         -4990.487190027721        
-4602.810464057839        -877.5783595491666        -614.8438152839954        -4604.137902397837        19.14367195390514         -1070.318013189826        6102.226246607723         -4045.736621817341        -2832.816055307383        6102.169325121853         85.81810804503039         -4938.031691635624        
-4641.702501718129        -931.4497825835424        -652.5703008771525        -4643.069091351237        20.30120869123493         -1136.063249890882        6090.067223965772         -4002.62219234748         -2802.625722351862        6090.004374312062         84.88698412681697         -4885.396045152491        
-4679.843928619055        -985.170479889377         -690.1911931586947        -4681.24997613515         21.45556745410431         -1201.624816760988        6077.682682175771         -3959.359480295621        -2772.331542453845        6077.613828167669         83.95251960575115         -4832.579244900728        
-4717.253193436423        -1038.736942727846        -727.7040364040004        -4718.698998754553        22.60667453109636         -1266.998431626533        6065.069345553522         -3915.947657895071        -2741.932936143785        6064.99441099033          83.01469828517293         -4779.58028108174         
-4753.948125570721        -1092.146001921501        -765.1066126263177        -4755.433982156799        23.75446344207739         -1332.180226626748        6052.223866398679         -3872.385894264444        -2711.429321773598        6052.142775025859         82.07350393605884         -4726.398140093748        
-4789.945958671684        -1145.394802167924        -802.3969235910772        -4791.472153751063        24.89887438810547         -1397.166716870735        6039.142822884663         -3828.673355689971        -2680.820115714319        6039.055498352041         81.12892030426883         -4673.031804876679        
-4825.263353389106        -1198.480778346537        -839.5731742256903        -4826.830168152635        26.03985374423792         -1461.95477152674         6025.822716872499         -3784.809205930884        -2650.104732570238        6025.729082690785         80.18093111817143         -4619.48025528554         
-4859.91641934053         -1251.401633656118        -876.6337573115306        -4861.524129145953        27.17735359159997         -1526.541587145693        6012.25997164537          -3740.792606550385        -2619.282585410503        6012.159951140755         79.22952009699657         -4565.742468494689        
-4893.920736297849        -1304.155319434532        -913.5772393537773        -4895.569610864914        28.31133128580404         -1590.924663037746        5998.450929559767         -3696.622717273131        -2588.353086019662        5998.34444582666          78.27467095968314         -4511.817419434839        
-4927.291374596825        -1356.740016524913        -950.402347534211         -4928.981678197393        29.4417490583437          -1655.101778535769        5984.391849611013         -3652.29869637161         -2557.315645168259        5984.278825462447         77.31636743459967         -4457.704081265023        
-4960.04291477974         -1409.154118063278        -987.1079576592747        -4961.77490642207         30.56857364869211         -1719.070971993599        5970.078904908034         -3607.819701083004        -2526.169672904885        5969.959262824268         76.35459326970158         -4403.401425882359        
-4992.189466484531        -1461.396213573345        -1023.693083023711        -4993.963400092616        31.69177596431109         -1782.830521379583        5955.508180054545         -3563.184888059186        -2494.914578871249        5955.381842129282         75.38933224370703         -4348.908424471651        
-5023.744686596852        -1513.465074264357        -1060.156864116201        -5025.560811183939        32.81133076670812         -1846.378926337813        5940.675668432086         -3518.393413851561        -2463.549772641883        5940.542556316184         74.42056817797129         -4294.224048098142        
-5054.72179668257         -1565.359639435366        -1096.498559100204        -5056.58035651996         33.92721638080548         -1909.714891599797        5925.577269380796         -3473.444435433543        -2432.074664090149        5925.437304223771         73.44828494917601         -4239.347268346057        
-5085.133599721536        -1617.079003898543        -1132.717535008051        -5087.034834502032        35.0394144267193          -1972.83731163948         5910.20878527296          -3428.337110763416        -2400.488663782307        5910.061887661868         72.47246650306624         -4184.277058006337        
-5114.992496163177        -1668.622406340728        -1168.813259592236        -5116.936641159235        36.14790957115474         -2035.745256473281        5894.565918475797         -3383.070599389932        -2368.79118340186         5894.412008371321         71.49309686920606         -4129.012391817028        
-5144.310499325686        -1719.989218549686        -1204.785293781883        -5146.297785543138        37.25268929763115         -2098.437958514944        5878.644268197007         -3337.644063104235        -2336.981636206037        5878.483264866809         70.51016017657821         -4073.55224725978         
-5173.099250161555        -1771.178935436852        -1240.633284697265        -5175.12990448816         38.35374369361671         -2160.914800402519        5862.43932720914          -3292.056666640798        -2305.059437516873        5862.271149158652         69.52364067055169         -4017.895605416896        
-5201.370031412109        -1822.191165794793        -1276.356959178593        -5203.44427676138         39.45106525355368         -2223.175303721742        5845.94647844712          -3246.307578431471        -2273.024005249215        5845.771043346438         68.53352273098426         -3962.041451892612        
-5229.13378117315         -1873.025623732217        -1311.956117789261        -5231.251836623531        40.54464869617368         -2285.219118556284        5829.16099147225          -3200.395971415855        -2240.8747604784          5828.978216080868         67.53979089166387         -3905.98877780381         
-5256.401105894707        -1923.682120734418        -1347.430629256996        -5258.563186824205        41.63449079546263         -2347.046013800733        5812.078018798376         -3154.321023912344        -2208.611128050281        5811.887818885851         66.54242986103054         -3849.73658084459         
-5283.182292836835        -1974.160558300733        -1382.780425319099        -5285.388611053582        42.72059022367466         -2408.655868178088        5794.69259207265          -3108.081920554047        -2176.232537236778        5794.494882335886         65.54142454449902         -3793.283866430269        
-5309.487322003581        -2024.460921115096        -1418.005495940975        -5311.738085871621        43.80294740610407         -2470.048661907451        5776.999618104601         -3061.677853294357        -2143.738422440147        5776.794312081998         64.53676006835303         -3736.62964892645         
-5335.325877576077        -2074.58327070938         -1453.105884879507        -5337.62129213725         44.88156438598526         -2531.224468972825        5758.99387473712          -3015.108022487053        -2111.128223949447        5758.780884718348         63.52842180532753         -3679.772952969361        
-5360.707358866232        -2124.527739581536        -1488.081685565237        -5363.047625957872        45.95644469955005         -2592.183449947275        5740.67000655178          -2968.371638046519        -2078.401388753176        5740.449243483657         62.51639540214092         -3622.712814883853        
-5385.640890810115        -2174.294525735168        -1522.933037279145        -5388.026209178963        47.02759325967054         -2652.925845330654        5722.022520400176         -2921.46792069354         -2045.557371411764        5721.793893788825         61.50066680865712         -3565.448284206461        
-5410.135334022169        -2223.88388760807         -1557.660121602326        -5412.565899434208        48.09501624820405         -2713.451969362548        5703.045780755172         -2874.396103293431        -2012.595634994825        5702.809198563278         60.48122230966692         -3507.978425320995        
-5434.199294427643        -2273.296139361395        -1592.263159117749        -5436.675299774564        49.15872101575951         -2773.762204274783        5683.734004871512         -2827.15543229293         -1979.51565208743         5683.489373411343         59.45804855844472         -3450.302319214883        
-5457.841132493049        -2322.531646502495        -1626.742406345744        -5460.362767894752        50.21871598868165         -2833.856994951057        5664.081257748767         -2779.745169263013        -1946.316905870757        5663.828481570468         58.43113261298276         -3392.419065365408        
-5481.06897207076         -2371.590821816557        -1661.098152895909        -5483.636424974597        51.27501058269991         -2893.736843963605        5644.081446886121         -2732.164592555957        -1912.998891282536        5643.820428660896         57.4004619748157          -3334.327783765068        
-5503.890708876075        -2420.474121584848        -1695.330718819314        -5506.504164152604        52.32761512257275         -2953.402306959164        5623.728316820692         -2684.412999084627        -1879.56111626327         5623.458957218914         56.36602463052259         -3276.027617096843        
-5526.314018611971        -2469.182042068132        -1729.44045214678         -5528.973658647388        53.37654076746549         -3012.853988368763        5603.015443437791         -2636.489706233289        -1846.003103094466        5602.737641001644         55.32780909637222         -3217.517733070083        
-5548.34636475757         -2517.715116236272        -1763.427726599228        -5551.052369543468        54.42179944159579         -3072.092537417804        5581.936228043924         -2588.394053909957        -1812.324389836067        5581.649879054283         54.28580446593696         -3158.797326929416        
-5569.995006035897        -2566.073910726263        -1797.292939458071        -5572.74755325506         55.46340376971057         -3131.118644414615        5560.483891190204         -2540.12540675074         -1778.524531870222        5560.188889527868         53.24000046151923         -3099.865624149694        
-5591.26700357371         -2614.259023011953        -1831.036509583821        -5594.066268683819        56.50136701701558         -3189.933037297524        5538.651466235577         -2491.683156487852        -1744.603103559784        5538.347703236097         52.19038748898311         -3040.721883330727        
-5612.1692277689          -2662.271078770573        -1864.658875572539        -5615.015384082857        57.53570303349989         -3248.536478421986        5516.431792637042         -2443.066724493488        -1710.559700029902        5516.11915693921          51.13695669668959         -2981.365399307528        
-5632.708364877268        -2710.11072943185         -1898.160494039985        -5635.601583641081        58.56642620192724         -3306.929761570413        5493.817508954322         -2394.275564513431        -1676.393939082525        5493.495886341785         50.07970003879745         -2921.795506492024        
-5652.890923331724        -2757.778649896994        -1931.54183802483         -5655.831373799476        59.59355138955289         -3365.113709169134        5470.801045555738         -2345.3091656045          -1642.105463253669        5470.470318791748         49.01861034301692         -2862.011582464562        
-5672.72323980619         -2805.27553641508         -1964.80339550208         -5675.711089312506        60.6170939032163          -3423.089169697792        5447.374617010937         -2296.167055292026        -1607.693942024678        5447.034665665706         47.95368138351478         -2802.013051833972        
-5692.211485034612        -2852.602104606485        -1997.945667999273        -5695.246899064863        61.63706944751902         -3480.857015277565        5423.530214156723         -2246.848802964058        -1573.159074199473        5423.180914427154         46.88490795911639         -2741.799390387547        
-5711.361669397214        -2899.759087622282        -2030.96916930814         -5714.444811654976        62.65349408594193         -3538.41813942579         5399.259595819982         -2197.354023521184        -1538.500590460593        5398.900820341252         45.81228597715381         -2681.370129553208        
-5730.179648283753        -2946.747234430804        -2063.874424285037        -5733.310680756113        63.66638420452364         -3595.77345496534         5374.554280182114         -2147.682381301624        -1503.718256118154        5374.185897831398         44.73581254377495         -2620.724861198614        
-5748.6711272432          -2993.567308222089        -2096.661967734108        -5751.850210264034        64.67575647830381         -3652.923892078063        5349.40553576895          -2097.833594303665        -1468.811874067018        5349.027411459945         43.65548606071388         -2559.863242793697        
-5766.841666930763        -3040.220084922243        -2129.332343367307        -5770.068959241384        65.68162783992011         -3709.870396492261        5323.804372048296         -2047.807438728807        -1433.781287968566        5323.416366517136         42.57130632948247         -2498.785002965451        
-5784.696687859541        -3086.706351810339        -2161.886102836172        -5787.972346667899        66.68401545035886         -3766.613927795101        5297.741529617459         -1997.603753871459        -1398.626385675132        5297.343499199313         41.48327466321643         -2437.489947476439        
-5802.241474966926        -3133.026906230371        -2194.323804830259        -5805.565656004124        67.68293667185935         -3823.155457861183        5271.20746996277          -1947.222447382548        -1363.347102916348        5270.799266358255         40.3913940070488          -2375.977965660772        
-5819.481182002695        -3179.182554392144        -2226.646014237791        -5822.854039578175        68.67840904262266         -3879.495969389696        5244.192364771152         -1896.663500937837        -1327.943427268896        5243.773834803433         39.29566906759283         -2314.249037354733        
-5836.420835747616        -3225.174110255117        -2258.853301364303        -5839.842522802122        69.67045025335392         -3935.636454542371        5216.686084774905         -1845.92697634318         -1292.415402432263        5216.257070135674         38.1961064520583          -2252.303240362016        
-5853.06534006953         -3271.002394489158        -2290.946241205282        -5856.536008226336        70.65907812531805         -3991.577913675661        5188.678188108257         -1795.013022112718        -1256.763132835709        5188.2385250933           37.09271481825272         -2190.140758497131        
-5869.419479823497        -3316.668233507429        -2322.925412769197        -5872.939279438113        71.64431059002527         -4047.321354160857        5160.157908155816         -1743.921880558744        -1220.986788603535        5159.707427389338         35.98550503599108         -2127.761890254682        
-5885.487924604153        -3362.172458566463        -2354.791398447545        -5889.057004812057        72.62616567031364         -4102.867789285854        5131.114140870865         -1692.653895435127        -1185.086610908227        5130.652667018236         34.87449036064208         -2065.167058155741        
-5901.275232355401        -3407.515904928674        -2386.544783428806        -5904.893741118314        73.60466146282852         -4158.218237233596        5101.535431541968         -1641.209520180884        -1149.062917743475        5101.06278301077          33.75968662067316         -2002.356818827902        
-5916.78585284407         -3452.699411083537        -2418.186155153177        -5920.453936994658        74.57981612152071         -4213.373720131669        5071.409960985475         -1589.589326813089        -1112.916110152422        5070.925949614146         32.64111241913633         -1939.33187387971         
-5932.024131003302        -3497.723818023223        -2449.716102805658        -5935.741936288541        75.55164784262888         -4268.33526316857         5040.725531141798         -1537.794015524123        -1076.646678948862        5040.229961876234         31.51878935142304         -1876.093081636427        
-5946.99431015196         -3542.589968569257        -2481.135216844748        -5950.761981274642        76.5201748504478          -4323.103893772015        5009.469550053356         -1485.824425042287        -1040.255211973272        5008.962220610294         30.39274223975372         -1812.641469809518        
-5961.700535093609        -3587.298706746602        -2512.444088564414        -5965.518215753138        77.48541538428981         -4377.680640845414        4977.629016201012         -1433.681543820712        -1003.742401928641        4977.109716718958         29.26299938635202         -1748.978249178879        
-5976.146855102619        -3631.850877202436        -2543.64330968725         -5980.014688033552        78.44738768634852         -4432.066534058511        4945.190502178448         -1381.366522124677        -967.1090548457723        4944.659014854929         28.12959284661338         -1685.104828374155        
-5990.337226799573        -3676.247324666125        -2574.73347198659         -5994.2553538098          79.40610999029013         -4486.262603188647        4912.140137681796         -1328.880685094511        -930.3560992316488        4911.596236398094         26.99255872404319         -1621.022829848996        
-6004.275516922935        -3720.488893448317        -2605.71516693593         -6008.244078929827        80.36160051100887         -4540.269877509389        4878.463591795939         -1276.225546867587        -893.4845959596132        4877.907041727856         25.85193748897291         -1556.734107150842        
-6017.965504999564        -3764.576426976069        -2636.588985383554        -6021.984642065596        81.31387743470259         -4594.089385223357        4844.146054557234         -1223.40282585111         -856.4957489653898        4843.576611773286         24.70777432259638         -1492.240763597991        
-6031.410885919526        -3808.510767361906        -2667.355517251039        -6035.480737286271        82.26295891005429         -4647.722152936447        4809.172217776475         -1170.414461245324        -819.3909168189275        4808.589628822694         23.56011948923697         -1427.54517248609         
-6044.615272418596        -3852.292755004572        -2698.015351253824        -6048.735976539552        83.20886303993757         -4701.169205170649        4773.52625510795          -1117.262630926154        -782.1716252481565        4772.930256580061         22.40902873862069         -1362.649998957088        
-6057.582197471929        -3895.92322821953         -2728.569074642612        -6061.75389204477         84.15160787358764         -4754.431563912993        4737.191801352135         -1063.949770805542        -744.8395806978806        4736.582119455794         21.25456374097848         -1297.558223675849        
-6070.315116603684        -3939.403022896906        -2759.017272964047        -6074.537938600988        85.09121139970375         -4807.510248198378        4700.151930986671         -1010.478595800145        -707.396685014668         4699.528281085833         20.096792558179           -1232.27316847333         
-6082.817410114862        -3982.732972185506        -2789.360529839614        -6087.091495814035        86.02769153975532         -4860.406273723842        4662.389135921025         -956.8521225486766        -669.8450513568387        4661.751222075894         18.93579015339492         -1166.798524128841        
-6095.092385233322        -4025.913906200993        -2819.599426761459        -6099.417870245408        86.96106614201562         -4913.12065249258         4623.885302480892         -903.0736940332572        -632.1870214375522        4623.232816976379         17.77163894314435         -1101.138380480654        
-6107.143278188887        -4068.94665175688         -2849.734542904116        -6111.520297486742        87.89135297600296         -4965.654392485434        4584.621687632171         -849.147006272513         -594.4251842189697        4583.954310498491         16.60442939537461         -1035.297259070518        
-6118.973256216908        -4111.832032116363        -2879.766454950979        -6123.401944162091        88.81856972741662         -5018.008497358329        4544.578894465754         -795.0761372704001        -556.5623961862002        4543.896292992751         15.43426067722612         -969.2801485467644        
-6130.585419492505        -4154.570866764436        -2909.695736934707        -6135.065909861587        89.74273399330559         -5070.183966163895        4503.736846974003         -740.8655784208386        -518.6018033410073        4503.038675221906         14.26124135759892         -903.0925430709613        
-6141.982802999148        -4197.163971198199        -2939.522960090704        -6146.515229009092        90.66386327793589         -5122.181793095777        4462.074764164223         -686.5202685862605        -480.5468650683615        4461.360662473598         13.08549016842153         -836.7404839943192        
