Khon1.MoonMJ2000Eq.X      Khon1.MoonMJ2000Eq.Y      Khon1.MoonMJ2000Eq.Z      Khon2.MoonMJ2000Eq.X      Khon2.MoonMJ2000Eq.Y      Khon2.MoonMJ2000Eq.Z      Khon3.MoonMJ2000Eq.X      Khon3.MoonMJ2000Eq.Y      Khon3.MoonMJ2000Eq.Z      Khon4.MoonMJ2000Eq.X      Khon4.MoonMJ2000Eq.Y      Khon4.MoonMJ2000Eq.Z      Khon5.MoonMJ2000Eq.X      Khon5.MoonMJ2000Eq.Y      Khon5.MoonMJ2000Eq.Z      Khon6.MoonMJ2000Eq.X      Khon6.MoonMJ2000Eq.Y      Khon6.MoonMJ2000Eq.Z      Khon7.MoonMJ2000Eq.X      Khon7.MoonMJ2000Eq.Y      Khon7.MoonMJ2000Eq.Z      Khon8.MoonMJ2000Eq.X      Khon8.MoonMJ2000Eq.Y      Khon8.MoonMJ2000Eq.Z      
-2802.370167493063        889.7754097610596         1329.114202167315         866.3023596888524         -5771.939372831315        -8622.01301652554         -3932.913739794691        -4583.687181139656        -6847.029680770269        4951.815448345209         -3360.015411215922        -5019.121608966016        2771.596401173854         -903.2414909201907        1349.22887897116          3969.048498032964         4554.756089291623         -6803.823346707271        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-2872.780841094733        858.1763443755917         1281.90894998821          892.0460003323969         -5768.889198273188        -8617.455224236299        -3913.227677452203        -4599.192685934686        -6870.191411726395        4962.980953499558         -3337.053583780304        -4984.819653393817        2842.640710884065         -871.8398139300116        1302.318133437118         3949.533750376489         4570.457053683087         -6827.279230282365        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-2941.72913531377         826.1403428698832         1234.050795804375         917.7759737435845         -5765.748760685296        -8612.762453621239        -3893.451252202853        -4614.592032300687        -6893.194550108223        4973.961130866082         -3313.967083584634        -4950.331276299432        2912.218238131318         -839.9881747425243        1254.734946589568         3929.927071089973         4586.051338548656         -6850.575947806094        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3009.226544677105        793.6968085983535         1185.583673766872         943.4918636803632         -5762.518021608819        -8607.934646806039        -3873.585406360275        -4629.885443162959        -6916.039428224118        4984.753772619006         -3290.755577446922        -4915.655980331489        2980.339779326983         -807.7164916268375        1206.524015787363         3910.229421454016         4601.539170068165         -6873.713835967515        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3075.286054656492        760.8739587326709         1136.549745504366         969.1932528957259         -5759.196941441769        -8602.971744213355        -3853.631072523654        -4645.073139586399        -6938.726375604019        4995.356636957731         -3267.41873171684         -4880.793267453366        3047.017701063771         -775.0534935332835        1157.728261588738         3890.441752725455         4616.920772556245         -6896.693228661985        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3139.921966777882        727.6988350550237         1086.989416254582         994.8797231072676         -5755.78547943689         -8597.87368455973         -3833.589173736807        -4660.15534078161         -6961.255719008768        5005.76744739071          -3243.956212370831        -4845.742639085554        3112.26575996133          -742.02672821132          1108.388839858395         3870.565006302553         4632.196368468314         -6919.514456999968        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3203.149735563726        694.1973203640373         1036.941359383054         1020.550854966743         -5752.283593699569        -8592.640404852369        -3813.460623644583        -4675.132264111337        -6983.627782439478        5015.983892001212         -3220.367685112113        -4810.503596255425        3176.098934396694         -708.6625763654301        1058.545162900758         3850.600113886525         4647.366178406286         -6942.177849315907        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3264.985817170877        660.394159590709          986.442547940198          1046.20622802939          -5748.691241185472        -8587.271840385889        -3793.246326646069        -4690.004125096777        -7005.842887147373        5026.003622694232         -3196.652815476176        -4775.075639754956        3238.533268042374         -674.9862709045119        1008.234928207763         3830.547997640097         4662.430421124736         -6964.683731177502        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3325.447529461002        626.3129848043609         935.5282920320897         1071.845420723374         -5745.008377698367        -8581.767924738815        -3772.947178044997        -4704.771137424395        -7027.901351643595        5035.824254424486         -3172.811268941732        -4739.458270306801        3299.585724995763         -641.0219204248569        957.4941535353573         3810.409570343269         4677.38931353722          -6987.032425395169        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3384.552923141804        591.9763433712942         884.2322809023899         1097.468010318349         -5741.234957887675        -8576.128589770175        -3752.564064197417        -4719.433512952528        -7049.803491709332        5045.443364404549         -3148.84271104724         -4703.65098873878         3359.274056172639         -606.7925361512171        906.357217148965          3790.185735546343         4692.24307072247          -7009.22425203165         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3442.320663544058        557.4057286072348         832.5866287415556         1123.073572894442         -5737.370935246116        -8570.353765615873        -3732.09786265681         -4733.99146171828         -7071.549620406076        5054.858491292514         -3124.746807513933        -4667.653296167715        3417.616676552687         -572.3200616410177        854.8569021994917         3769.877387719578         4706.991905931034         -7031.259528411872        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3498.769922542328        522.6216123404156         780.6219233516604         1148.661683310696         -5733.416262107232        -8564.443380685043        -3711.549442316173        -4748.445191944396        -7093.140048085974        5064.067134359153         -3100.523224374687        -4631.464694192589        3474.632552802796         -537.6254046357353        803.0244443085976         3749.485412400507         4721.636030591879         -7053.138569132978        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3553.920280092629        487.6434788730985         728.3672769005789         1174.231915173645         -5729.3708896428          -8558.397361656258        -3690.919663547946        -4762.794910046447        -7114.575082402502        5073.066752632672         -3076.171628110082        -4595.08468509771         3530.341100759106         -502.728470516071         750.8895815513533         3729.010686338646         4736.175654319173         -7074.861686074553        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3607.791634836234        452.4898598940345         675.8503780978644         1199.783840804943         -5725.234767860296        -8552.21563347365         -3670.209378341155        -4777.040820639901        -7135.855028321006        5081.854764022457         -3051.691685790895        -4558.512772066329        3584.762092221761         -467.648196886701         698.4806061269628         3708.454077637172         4750.610984918982         -7096.429188408947        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3660.404123208136        417.1783699559164         623.0975452145067         1225.317031209706         -5721.007845600165        -8545.898119343052        -3649.419430436043        -4791.183126547316        -7156.980188129644        5090.428544418828         -3027.083065228449        -4521.748459405251        3637.91557050118          -432.4025888788456        645.8244171025581         3687.816445892269         4764.942228396423         -7117.84138261179         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3711.77804648981         381.7257421859831         570.1337794511346         1250.831056043855         -5716.690070533106        -8539.44474072782         -3628.550655456551        -4805.222028805671        -7177.950861450212        5098.785426769988         -3002.345435132214        -4484.791252780778        3689.821774150652         -397.0087548167503        592.946573700814          3667.098642330035         4779.169588962541         -7139.098572472562        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3761.933805250505        346.1478639481647         516.9828182335914         1276.325483581517         -5712.281389157346        -8532.855417344806        -3607.603881040064        -4819.1577266737          -7198.767345249245        5106.922700134688         -2977.478465275693        -4447.640659466881        3740.501068325364         -361.482941946073         539.8713486803754         3646.301509940531         4793.293269041606         -7160.201059105471        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3810.891840637778        310.459812219895          463.6671880813374         1301.799880682316         -5707.781746795663        -8526.130067160077        -3586.57992696506         -4832.990417639405        -7219.429933849053        5114.837608709524         -2952.481826670672        -4410.296188605775        3789.973883219296         -325.8405719695729        486.6217814281408         3625.425883610151         4807.313469278102         -7181.149140960188        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3858.672581993858        274.6758884857409         410.2082567542093         1327.253812758136         -5703.191087592655        -8519.26860638459         -3565.47960527672         -4846.720297427411        -7239.938918939006        5122.527350830962         -2927.355191750277        -4372.75735148188         3838.260659047519         -290.0962761764822        433.2197304447764         3604.472590250603         4821.230388544122         -7201.94311383288         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3905.296400297142        238.8096529865579         356.6262844349985         1352.686843739648         -5698.509354511567        -8512.270949469792        -3544.303720409633        -4860.347560006601        -7260.294589586731        5129.989077950886         -2902.09823456133         -4335.023661809624        3885.381797063863         -254.2639299899747        379.6859249606641         3583.442448926624         4835.044223946694         -7222.583270877265        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3950.783566952858        202.8739581926493         302.940473752431          1378.098536042904         -5693.736489331379        -8505.137009103128        -3523.053069309157        -4873.872397597646        -7280.497232249458        5137.219893584494         -2876.710630966583        -4297.094636035676        3931.357616125315         -218.3566867895133        326.0400154682575         3562.33627098077          4848.755170835124         -7243.069902615694        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3995.154217480973        166.8809813974076         249.1690184890758         1403.488450535049         -5688.872432643664        -8497.866696203375        -3501.728441550222        -4887.295000680577        -7300.547130785475        5144.216852230777         -2851.192058856832        -4258.969793656594        3976.208314342075         -182.3870108930569        272.3006229996681         3541.154860156239         4862.36342280847          -7263.403296950448        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4038.428319678118        130.8422563510539         195.3291508547554         1428.856146500446         -5683.917123849445        -8490.459919916029        -3480.330619453976        -4900.615558002522        -7320.444566465492        5150.976958263433         -2825.542198374111        -4220.648657552403        4019.953935376776         -146.3667096104764        218.485387015884          3519.899012717535         4875.869171722967         -7283.583739174908        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4080.625645854801        94.76870387481176         141.437187235686          1454.201181605866         -5678.870501155907        -8482.91658760843         -3458.860378202575        -4913.834256585309        -7340.189817984196        5157.497164792614         -2799.760732145834        -4182.130754337035        4062.614338984364         -110.3069642995542        164.611011806337          3498.569517568976         4889.272607699619         -7303.611511984986        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4121.765748778707        58.6706614131981          87.50857235654257         1479.523111865914         -5673.732501573162        -8475.236604864971        -3437.318485952157        -4926.951281733229        -7359.783161471671        5163.77437249542          -2773.847345530841        -4143.415614726211        4104.209175410331         -74.21836037602043        110.6933113252453         3477.167156371113         4902.573919131653         -7323.486895490438        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4161.867940977449        22.55791149730794         33.55792181452853         1504.821491607814         -5668.50306091088         -8467.41987548201         -3415.705703943619        -4939.966817040637        -7379.224870505073        5169.805428415304         -2747.801726877922        -4104.502773924149        4144.757863292936         -38.11091624401161        56.74725241532724         3455.692703655455         4915.773292692262         -7343.21016722628         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4200.951277083601        -13.56029089598451        -20.40093703624734        1530.095873435785         -5663.182113774878        -8459.466301462919        -3394.022786611458        -4952.881044399808        -7398.515216120068        5175.587124728714         -2721.62356779704         -4065.39177202931         4184.279570737621         -1.994111127627548        2.786996389506385         3434.146926936461         4928.870913341962         -7362.781602164294        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4239.034538925858        -49.67519209222519        -74.35492585609609        1555.345808195591         -5657.7695935636          -8451.375783012816        -3372.270481690939        -4965.694144008594        -7417.654466822525        5181.116197478201         -2695.312563444517        -4026.082154460863        4222.793199261243         34.12308820468024         -51.17406104154361        3412.530586822657         4941.866964336485         -7382.201472724511        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4276.136223094596        -85.77851457044017        -128.2916777392093        1580.570844938396         -5652.265432464628        -8443.148218533359        -3350.449530323502        -4978.406294378219        -7436.642888600021        5186.38932527107          -2668.868412822281        -3986.573472406279        4260.317370322824         70.23220182140358         -105.1232514938747        3390.844437124848         4954.761627234257         -7401.470048786621        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4312.274530733353        -121.8624329049198        -182.1995012630796        1605.770530884096         -5646.66956145101         -8434.783504617357        -3328.5606671602          -4991.017672340997        -7455.480744933491        5191.403127942525         -2642.290819092334        -3946.865283291598        4296.870414183417         106.325212105643          -159.0485972727911        3369.089224963158         4967.555081904022         -7420.587597701597        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4347.467359326372        -157.9195507789264        -236.0673461404513        1630.944411384815         -5640.981910277653        -8426.281536043403        -3306.604620463448        -5003.528453058127        -7474.168296808813        5196.154165181855         -2615.579489906755        -3906.957151275128        4332.470360857376         142.3945403134858         -212.9387763497216        3347.265690872096         4980.247506532643         -7439.554384303177        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4381.732296273345        -193.9428790479724        -289.8847704394575        1656.092029887659         -5635.20240747754         -8417.642205770186        -3284.582112207077        -5015.938810027379        -7492.705802728378        5200.638935121591         -2588.734137754538        -3866.848647766019        4367.134932937799         178.4330241913558         -266.7830889218603        3325.374568903644         4992.839077632671         -7458.370670919394        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4415.086614060274        -229.925814825343         -343.6419093316945        1681.212927897344         -5629.330980357947        -8408.865404930984        -3262.493858174945        -5028.248915090808        -7511.093518722642        5204.853872886859         -2561.754480325733        -3826.539351968866        4400.881540097354         214.433896627801          -320.5714255166531        3303.416586728767         5005.329970049992         -7477.036717384122        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4447.547266852169        -265.8621215602034        -397.329445323965         1706.306644938129         -5623.367554996599        -8399.951022827881        -3240.340568057436        -5040.458938442578        -7529.33169836177         5208.795349105552         -2534.640240893787        -3786.028851455572        4433.727275083889         250.3907653103815         -374.2942365985946        3281.392465737474         5017.720356971491         -7495.552781048566        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4479.130888348911        -301.7459100767446        -450.9385799256561        1731.372718515806         -5617.312056237686        -8390.89894692591         -3218.122945546987        -5052.569048636651        -7547.42059276707         5212.459668376599         -2507.39114871723         -3745.316742766066        4465.688911045087         286.2975933572743         -427.9425036316825        3259.302921136667         5030.010409932758         -7513.919116792793        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4509.853790760506        -337.5716205402277        -504.4610067019967        1756.410684079106         -5611.164407687902        -8381.709062847178        -3195.84168843145         -5064.579412594321        -7565.360450622553        5215.843067696493         -2480.006939461513        -3704.402632039055        4496.782900032646         322.1486808901245         -481.507711548722         3237.148662046995         5042.200298825657         -7532.135977037236        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4539.731964771403        -373.3340053159918        -557.8888856614212        1781.420074980415         -5604.92453171243         -8372.381254364809        -3173.497488686291        -5076.49019561219         -7583.151518186452        5218.941714841232         -2452.48735564205         -3663.286135674702        4527.025372550124         357.9386475144711         -534.9818225761992        3214.930391597562         5054.290191906039         -7550.203611754157        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4568.781080374843        -409.0281126861228        -611.214818924811         1806.400422436709         -5598.59234943075         -8362.915403396866        -3151.091032565339        -5088.301561369502        -7600.794039302607        5221.751706703915         -2424.832147089619        -3621.966881030443        4556.432138020638         393.6624156727048         -588.3572513629915        3192.648807019403         5066.280255801219         -7568.122268479026        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4597.016488470894        -444.6492713886837        -664.4318276238628        1831.351255489397         -5592.16778071248         -8353.311390000104        -3128.623000689666        -5100.013671935943        -7618.28825541187         5224.269067585643         -2397.041071439162        -3580.44450715206         4585.018686062482         429.3151948344894         -641.6268413602229        3170.304599737574         5078.170655517664         -7585.892192322091        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4624.453223131946        -480.1930759440875        -717.5333299759222        1856.272100964386         -5585.650744173181        -8343.569092363672        -3106.094068135659        -5111.626687779295        -7635.634405563556        5226.489747438813         -2369.113894643291        -3538.718665541543        4612.800188473193         464.892466489342          -694.7838423995418        3147.89845546108          5089.961554448557         -7603.513625979584        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4651.106004447094        -515.6553727343853        -770.5131204837235        1881.162483431224         -5579.041157169937        -8333.688386802765        -3083.504904520989        -5123.140767772857        -7652.832726426699        5228.409620060993         -2341.050391511671        -3496.789020963668        4639.791501828993         500.3899699065369         -747.8218894180609        3125.431054272398         5101.653114381334         -7620.986809745198        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4676.98924186884         -551.0322468006052        -823.3653502084926        1906.021925162            -5572.338935797103        -8323.669147752036        -3060.856174090004        -5134.556069203012        -7669.883452301379        5230.024481238564         -2312.850346277817        -3454.655252293494        4666.007170619385         535.8036886280461         -800.7349822780234        3102.903070714558         5113.245495505165         -7638.311981521329        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4702.11703799013         -586.3200093253108        -876.0845080668078        1930.849946089846         -5565.543994881707        -8313.511247759088        -3038.148535796732        -5145.872747776884        -7686.786815129875        5231.330046838149         -2284.513553194382        -3412.317053406674        4691.461430842057         571.1298376602645         -853.5174666312232        3080.315173877345         5124.738856418495         -7655.489376830359        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4726.503192689037        -621.5151857674937        -928.6654031022481        1955.646063766908         -5558.656247979146        -8303.214557477768        -3015.382643387769        -5157.090957629611        -7703.54304450794         5232.321950844082         -2256.039817158948        -3369.774134114909        4716.168213991681         606.364851332386          -906.1640157785296        3057.668027482287         5136.133354136429         -7672.51922882584         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4750.161207584315        -656.6145046183083        -981.1031476848148        1980.409793321684         -5551.675607368379        -8292.778945661325        -2992.559145482897        -5168.210851331853        -7720.15236769586         5232.995743341278         -2227.428954371164        -3327.026221148917        4740.141151383985         641.5053717884584         -958.6696134771482        3034.96228996577          5147.429144098307         -7689.401768303709        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4773.104290750518        -691.6148867468874        -1033.393141592314        2005.140647416294         -5544.601984047564        -8282.204279155631        -2969.678685655002        -5179.232579897303        -7736.615009629531        5233.346888441243         -2198.680793023814        -3284.073059191447        4763.393578760675         676.5482380829635         -1011.029537648821        3012.198614561232         5158.626380174857         -7706.137223713362        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4795.345361647662        -726.5134353070753        -1085.531056929583        2029.838136202947         -5537.435287729051        -8271.490422892122        -2946.741902508656        -5190.156292789819        -7752.931192931486        5233.370762149279         -2169.795174028666        -3240.914411962804        4785.938541128126         711.4904758495104         -1063.239344944639        2989.377649380127         5169.725214675855         -7722.7258211687          -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4816.897056224872        -761.3074261763832        -1137.512823843324        2054.501767279871         -5530.175426834932        -8260.637239880787        -2923.749429757067        -5200.982137930958        -7769.101137921782        5233.062650172156         -2140.771951779607        -3197.550063361879        4807.788797786867         746.3292875137704         -1115.29485612303         2966.500037491263         5180.725798357133         -7739.167784459147        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4837.771732161287        -795.9942989001865        -1189.334616991764        2079.131045646907         -5522.822308491915        -8249.644591203003        -2900.701896298619        -5211.71026170702         -7785.125062628911        5232.417745664017         -2111.610994954739        -3153.979818665495        4828.956827514339         781.0620430234121         -1167.192142199856        2943.566416999325         5191.628280428034         -7755.463335060587        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4857.981474212778        -830.5716481150594        -1240.992842730149        2103.725473660568         -5515.375838526728        -8238.51233600422         -2877.599926291616        -5222.3408089765          -7801.003182800589        5231.431146908842         -2082.312187359668        -3110.203505789104        4849.454833866504         815.6862710677669         -1218.927511330723        2920.577421121881         5202.432808558689         -7771.612692146227        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4877.538099635451        -865.0372154260112        -1292.484126974887        2128.284550988406         -5507.835921460937        -8227.240331486682        -2854.444139228028        -5232.873923077073        -7816.735711914502        5230.097854937369         -2052.875428813859        -3066.220976612312        4869.294750568573         850.1996507624863         -1270.497496387514        2897.533678265463         5213.139528886997         -7787.616072597404        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4896.453163661412        -899.3888817143743        -1343.805303710673        2152.807774563145         -5500.202460505941        -8215.828432901922        -2831.235150006483        -5243.30974583287         -7832.322861188979        5228.412771077827         -2023.300636082917        -3022.032108372514        4888.488246968365         884.6000037745107         -1321.898843193034        2874.435812100128         5223.748586026049         -7803.473691014311        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
